Freq.	-V(out)/I(Vtest)
1.69122886489826e+02	1.00452288698099e+02,-9.39176509451384e+01
1.70299229192543e+02	1.00451072914464e+02,-9.32689214664133e+01
1.71483754005812e+02	1.00449873862573e+02,-9.26246731075052e+01
1.72676517840714e+02	1.00448691311992e+02,-9.19848749158199e+01
1.73877578004175e+02	1.00447525035448e+02,-9.13494961525606e+01
1.75086992201724e+02	1.00446374808808e+02,-9.07185062912508e+01
1.76304818540263e+02	1.00445240411019e+02,-9.00918750162681e+01
1.77531115530861e+02	1.00444121624066e+02,-8.94695722213882e+01
1.78765942091561e+02	1.00443018232940e+02,-8.88515680083382e+01
1.80009357550215e+02	1.00441930025588e+02,-8.82378326853607e+01
1.81261421647333e+02	1.00440856792873e+02,-8.76283367657874e+01
1.82522194538953e+02	1.00439798328542e+02,-8.70230509666225e+01
1.83791736799531e+02	1.00438754429173e+02,-8.64219462071364e+01
1.85070109424852e+02	1.00437724894150e+02,-8.58249936074681e+01
1.86357373834959e+02	1.00436709525616e+02,-8.52321644872387e+01
1.87653591877106e+02	1.00435708128428e+02,-8.46434303641728e+01
1.88958825828731e+02	1.00434720510139e+02,-8.40587629527311e+01
1.90273138400441e+02	1.00433746480948e+02,-8.34781341627505e+01
1.91596592739035e+02	1.00432785853661e+02,-8.29015160980962e+01
1.92929252430528e+02	1.00431838443663e+02,-8.23288810553202e+01
1.94271181503214e+02	1.00430904068877e+02,-8.17602015223314e+01
1.95622444430737e+02	1.00429982549737e+02,-8.11954501770735e+01
1.96983106135193e+02	1.00429073709139e+02,-8.06345998862126e+01
1.98353231990244e+02	1.00428177372423e+02,-8.00776237038338e+01
1.99732887824264e+02	1.00427293367326e+02,-7.95244948701469e+01
2.01122139923499e+02	1.00426421523960e+02,-7.89751868102002e+01
2.02521055035251e+02	1.00425561674773e+02,-7.84296731326049e+01
2.03929700371089e+02	1.00424713654516e+02,-7.78879276282665e+01
2.05348143610071e+02	1.00423877300215e+02,-7.73499242691261e+01
2.06776452902005e+02	1.00423052451136e+02,-7.68156372069097e+01
2.08214696870716e+02	1.00422238948763e+02,-7.62850407718869e+01
2.09662944617345e+02	1.00421436636750e+02,-7.57581094716373e+01
2.11121265723670e+02	1.00420645360911e+02,-7.52348179898264e+01
2.12589730255449e+02	1.00419864969176e+02,-7.47151411849887e+01
2.14068408765785e+02	1.00419095311568e+02,-7.41990540893206e+01
2.15557372298518e+02	1.00418336240173e+02,-7.36865319074805e+01
2.17056692391635e+02	1.00417587609112e+02,-7.31775500153976e+01
2.18566441080711e+02	1.00416849274512e+02,-7.26720839590897e+01
2.20086690902366e+02	1.00416121094478e+02,-7.21701094534871e+01
2.21617514897755e+02	1.00415402929069e+02,-7.16716023812675e+01
2.23158986616072e+02	1.00414694640265e+02,-7.11765387916958e+01
2.24711180118087e+02	1.00413996091947e+02,-7.06848948994749e+01
2.26274169979703e+02	1.00413307149871e+02,-7.01966470836022e+01
2.27848031295539e+02	1.00412627681631e+02,-6.97117718862350e+01
2.29432839682540e+02	1.00411957556649e+02,-6.92302460115639e+01
2.31028671283607e+02	1.00411296646137e+02,-6.87520463246933e+01
2.32635602771258e+02	1.00410644823087e+02,-6.82771498505299e+01
2.34253711351308e+02	1.00410001962224e+02,-6.78055337726793e+01
2.35883074766584e+02	1.00409367940007e+02,-6.73371754323497e+01
2.37523771300656e+02	1.00408742634589e+02,-6.68720523272635e+01
2.39175879781598e+02	1.00408125925797e+02,-6.64101421105759e+01
2.40839479585779e+02	1.00407517695117e+02,-6.59514225898016e+01
2.42514650641672e+02	1.00406917825655e+02,-6.54958717257489e+01
2.44201473433698e+02	1.00406326202131e+02,-6.50434676314601e+01
2.45900029006090e+02	1.00405742710844e+02,-6.45941885711612e+01
2.47610398966791e+02	1.00405167239665e+02,-6.41480129592164e+01
2.49332665491369e+02	1.00404599677994e+02,-6.37049193590922e+01
2.51066911326969e+02	1.00404039916762e+02,-6.32648864823268e+01
2.52813219796289e+02	1.00403487848394e+02,-6.28278931875079e+01
2.54571674801583e+02	1.00402943366795e+02,-6.23939184792562e+01
2.56342360828688e+02	1.00402406367327e+02,-6.19629415072181e+01
2.58125362951089e+02	1.00401876746790e+02,-6.15349415650627e+01
2.59920766834004e+02	1.00401354403406e+02,-6.11098980894876e+01
2.61728658738499e+02	1.00400839236786e+02,-6.06877906592313e+01
2.63549125525633e+02	1.00400331147935e+02,-6.02685989940913e+01
2.65382254660631e+02	1.00399830039204e+02,-5.98523029539508e+01
2.67228134217088e+02	1.00399335814295e+02,-5.94388825378101e+01
2.69086852881198e+02	1.00398848378231e+02,-5.90283178828264e+01
2.70958499956018e+02	1.00398367637334e+02,-5.86205892633595e+01
2.72843165365756e+02	1.00397893499221e+02,-5.82156770900238e+01
2.74740939660091e+02	1.00397425872774e+02,-5.78135619087473e+01
2.76651914018527e+02	1.00396964668127e+02,-5.74142243998374e+01
2.78576180254770e+02	1.00396509796648e+02,-5.70176453770519e+01
2.80513830821141e+02	1.00396061170923e+02,-5.66238057866779e+01
2.82464958813020e+02	1.00395618704737e+02,-5.62326867066166e+01
2.84429657973313e+02	1.00395182313062e+02,-5.58442693454731e+01
2.86408022696961e+02	1.00394751912032e+02,-5.54585350416551e+01
2.88400148035476e+02	1.00394327418941e+02,-5.50754652624751e+01
2.90406129701502e+02	1.00393908752211e+02,-5.46950416032608e+01
2.92426064073419e+02	1.00393495831385e+02,-5.43172457864704e+01
2.94460048199971e+02	1.00393088577112e+02,-5.39420596608151e+01
2.96508179804929e+02	1.00392686911134e+02,-5.35694652003862e+01
2.98570557291789e+02	1.00392290756259e+02,-5.31994445037900e+01
3.00647279748495e+02	1.00391900036360e+02,-5.28319797932869e+01
3.02738446952202e+02	1.00391514676352e+02,-5.24670534139380e+01
3.04844159374071e+02	1.00391134602182e+02,-5.21046478327566e+01
3.06964518184096e+02	1.00390759740814e+02,-5.17447456378654e+01
3.09099625255962e+02	1.00390390020211e+02,-5.13873295376612e+01
3.11249583171943e+02	1.00390025369325e+02,-5.10323823599828e+01
3.13414495227828e+02	1.00389665718084e+02,-5.06798870512866e+01
3.15594465437887e+02	1.00389310997375e+02,-5.03298266758276e+01
3.17789598539863e+02	1.00388961139035e+02,-4.99821844148452e+01
3.20000000000012e+02	1.00388616075835e+02,-4.96369435657553e+01
3.22225776018162e+02	1.00388275741467e+02,-4.92940875413478e+01
3.24467033532821e+02	1.00387940070530e+02,-4.89535998689903e+01
3.26723880226314e+02	1.00387608998525e+02,-4.86154641898356e+01
3.28996424529954e+02	1.00387282461832e+02,-4.82796642580364e+01
3.31284775629253e+02	1.00386960397707e+02,-4.79461839399653e+01
3.33589043469171e+02	1.00386642744259e+02,-4.76150072134383e+01
3.35909338759394e+02	1.00386329440455e+02,-4.72861181669463e+01
3.38245772979655e+02	1.00386020426089e+02,-4.69595009988901e+01
3.40598458385088e+02	1.00385715641783e+02,-4.66351400168212e+01
3.42967508011627e+02	1.00385415028976e+02,-4.63130196366881e+01
3.45353035681430e+02	1.00385118529901e+02,-4.59931243820870e+01
3.47755156008352e+02	1.00384826087590e+02,-4.56754388835191e+01
3.50173984403450e+02	1.00384537645850e+02,-4.53599478776515e+01
3.52609637080529e+02	1.00384253149256e+02,-4.50466362065845e+01
3.55062231061724e+02	1.00383972543149e+02,-4.47354888171223e+01
3.57531884183124e+02	1.00383695773608e+02,-4.44264907600511e+01
3.60018715100433e+02	1.00383422787456e+02,-4.41196271894199e+01
3.62522843294669e+02	1.00383153532245e+02,-4.38148833618272e+01
3.65044389077910e+02	1.00382887956238e+02,-4.35122446357136e+01
3.67583473599065e+02	1.00382626008409e+02,-4.32116964706573e+01
3.70140218849706e+02	1.00382367638432e+02,-4.29132244266761e+01
3.72714747669920e+02	1.00382112796664e+02,-4.26168141635335e+01
3.75307183754216e+02	1.00381861434146e+02,-4.23224514400495e+01
3.77917651657464e+02	1.00381613502579e+02,-4.20301221134167e+01
3.80546276800886e+02	1.00381368954335e+02,-4.17398121385206e+01
3.83193185478072e+02	1.00381127742431e+02,-4.14515075672648e+01
3.85858504861058e+02	1.00380889820524e+02,-4.11651945479010e+01
3.88542363006430e+02	1.00380655142909e+02,-4.08808593243633e+01
3.91244888861477e+02	1.00380423664495e+02,-4.05984882356074e+01
3.93966212270389e+02	1.00380195340822e+02,-4.03180677149545e+01
3.96706463980491e+02	1.00379970128020e+02,-4.00395842894385e+01
3.99465775648532e+02	1.00379747982830e+02,-3.97630245791600e+01
4.02244279847001e+02	1.00379528862576e+02,-3.94883752966427e+01
4.05042110070506e+02	1.00379312725166e+02,-3.92156232461948e+01
4.07859400742180e+02	1.00379099529081e+02,-3.89447553232758e+01
4.10696287220146e+02	1.00378889233371e+02,-3.86757585138659e+01
4.13552905804014e+02	1.00378681797641e+02,-3.84086198938415e+01
4.16429393741435e+02	1.00378477182046e+02,-3.81433266283537e+01
4.19325889234693e+02	1.00378275347284e+02,-3.78798659712123e+01
4.22242531447343e+02	1.00378076254589e+02,-3.76182252642724e+01
4.25179460510901e+02	1.00377879865724e+02,-3.73583919368272e+01
4.28136817531573e+02	1.00377686142967e+02,-3.71003535050034e+01
4.31114744597038e+02	1.00377495049114e+02,-3.68440975711617e+01
4.34113384783272e+02	1.00377306547466e+02,-3.65896118233009e+01
4.37132882161424e+02	1.00377120601820e+02,-3.63368840344667e+01
4.40173381804736e+02	1.00376937176467e+02,-3.60859020621638e+01
4.43235029795514e+02	1.00376756236187e+02,-3.58366538477726e+01
4.46317973232148e+02	1.00376577746229e+02,-3.55891274159702e+01
4.49422360236177e+02	1.00376401672326e+02,-3.53433108741542e+01
4.52548339959409e+02	1.00376227980661e+02,-3.50991924118726e+01
4.55696062591081e+02	1.00376056637891e+02,-3.48567603002545e+01
4.58865679365083e+02	1.00375887611115e+02,-3.46160028914486e+01
4.62057342567218e+02	1.00375720867882e+02,-3.43769086180619e+01
4.65271205542518e+02	1.00375556376176e+02,-3.41394659926049e+01
4.68507422702619e+02	1.00375394104425e+02,-3.39036636069389e+01
4.71766149533172e+02	1.00375234021475e+02,-3.36694901317285e+01
4.75047542601315e+02	1.00375076096596e+02,-3.34369343158973e+01
4.78351759563200e+02	1.00374920299477e+02,-3.32059849860863e+01
4.81678959171561e+02	1.00374766600206e+02,-3.29766310461185e+01
4.85029301283347e+02	1.00374614969295e+02,-3.27488614764643e+01
4.88402946867399e+02	1.00374465377636e+02,-3.25226653337132e+01
4.91800058012184e+02	1.00374317796523e+02,-3.22980317500475e+01
4.95220797933585e+02	1.00374172197637e+02,-3.20749499327195e+01
4.98665330982741e+02	1.00374028553037e+02,-3.18534091635343e+01
5.02133822653941e+02	1.00373886835163e+02,-3.16333987983335e+01
5.05626439592583e+02	1.00373747016823e+02,-3.14149082664849e+01
5.09143349603169e+02	1.00373609071194e+02,-3.11979270703728e+01
5.12684721657380e+02	1.00373472971816e+02,-3.09824447848960e+01
5.16250725902183e+02	1.00373338692578e+02,-3.07684510569648e+01
5.19841533668013e+02	1.00373206207730e+02,-3.05559356050048e+01
5.23457317477002e+02	1.00373075491857e+02,-3.03448882184623e+01
5.27098251051269e+02	1.00372946519893e+02,-3.01352987573140e+01
5.30764509321265e+02	1.00372819267110e+02,-2.99271571515792e+01
5.34456268434179e+02	1.00372693709104e+02,-2.97204534008366e+01
5.38173705762400e+02	1.00372569821806e+02,-2.95151775737435e+01
5.41916999912040e+02	1.00372447581466e+02,-2.93113198075586e+01
5.45686330731516e+02	1.00372326964653e+02,-2.91088703076676e+01
5.49481879320186e+02	1.00372207948246e+02,-2.89078193471138e+01
5.53303828037057e+02	1.00372090509440e+02,-2.87081572661295e+01
5.57152360509543e+02	1.00371974625731e+02,-2.85098744716722e+01
5.61027661642286e+02	1.00371860274916e+02,-2.83129614369639e+01
5.64929917626043e+02	1.00371747435087e+02,-2.81174087010330e+01
5.68859315946629e+02	1.00371636084631e+02,-2.79232068682600e+01
5.72816045393927e+02	1.00371526202220e+02,-2.77303466079259e+01
5.76800296070956e+02	1.00371417766815e+02,-2.75388186537634e+01
5.80812259403008e+02	1.00371310757652e+02,-2.73486138035120e+01
5.84852128146842e+02	1.00371205154246e+02,-2.71597229184762e+01
5.88920096399945e+02	1.00371100936382e+02,-2.69721369230859e+01
5.93016359609863e+02	1.00370998084118e+02,-2.67858468044600e+01
5.97141114583583e+02	1.00370896577770e+02,-2.66008436119743e+01
6.01294559496994e+02	1.00370796397921e+02,-2.64171184568301e+01
6.05476893904408e+02	1.00370697525408e+02,-2.62346625116283e+01
6.09688318748146e+02	1.00370599941322e+02,-2.60534670099442e+01
6.13929036368196e+02	1.00370503627005e+02,-2.58735232459063e+01
6.18199250511928e+02	1.00370408564045e+02,-2.56948225737797e+01
6.22499166343890e+02	1.00370314734273e+02,-2.55173564075480e+01
6.26828990455661e+02	1.00370222119760e+02,-2.53411162205024e+01
6.31188930875777e+02	1.00370130702814e+02,-2.51660935448311e+01
6.35579197079731e+02	1.00370040465972e+02,-2.49922799712137e+01
6.40000000000028e+02	1.00369951392006e+02,-2.48196671484154e+01
6.44451552036329e+02	1.00369863463913e+02,-2.46482467828864e+01
6.48934067065647e+02	1.00369776664909e+02,-2.44780106383642e+01
6.53447760452633e+02	1.00369690978436e+02,-2.43089505354762e+01
6.57992849059912e+02	1.00369606388150e+02,-2.41410583513475e+01
6.62569551258511e+02	1.00369522877920e+02,-2.39743260192109e+01
6.67178086938347e+02	1.00369440431826e+02,-2.38087455280187e+01
6.71818677518793e+02	1.00369359034160e+02,-2.36443089220575e+01
6.76491545959314e+02	1.00369278669414e+02,-2.34810083005664e+01
6.81196916770181e+02	1.00369199322284e+02,-2.33188358173572e+01
6.85935016023258e+02	1.00369120977667e+02,-2.31577836804375e+01
6.90706071362864e+02	1.00369043620652e+02,-2.29978441516352e+01
6.95510312016709e+02	1.00368967236526e+02,-2.28390095462280e+01
7.00347968806905e+02	1.00368891810766e+02,-2.26812722325731e+01
7.05219274161063e+02	1.00368817329034e+02,-2.25246246317415e+01
7.10124462123453e+02	1.00368743777182e+02,-2.23690592171524e+01
7.15063768366253e+02	1.00368671141242e+02,-2.22145685142124e+01
7.20037430200871e+02	1.00368599407426e+02,-2.20611450999562e+01
7.25045686589344e+02	1.00368528562127e+02,-2.19087816026890e+01
7.30088778155824e+02	1.00368458591911e+02,-2.17574707016340e+01
7.35166947198136e+02	1.00368389483516e+02,-2.16072051265785e+01
7.40280437699418e+02	1.00368321223853e+02,-2.14579776575258e+01
7.45429495339846e+02	1.00368253799999e+02,-2.13097811243484e+01
7.50614367508437e+02	1.00368187199196e+02,-2.11626084064420e+01
7.55835303314934e+02	1.00368121408851e+02,-2.10164524323849e+01
7.61092553601776e+02	1.00368056416533e+02,-2.08713061795964e+01
7.66386370956150e+02	1.00367992209966e+02,-2.07271626740015e+01
7.71717009722122e+02	1.00367928777034e+02,-2.05840149896932e+01
7.77084726012866e+02	1.00367866105774e+02,-2.04418562486021e+01
7.82489777722960e+02	1.00367804184376e+02,-2.03006796201636e+01
7.87932424540783e+02	1.00367743001180e+02,-2.01604783209912e+01
7.93412927960988e+02	1.00367682544671e+02,-2.00212456145502e+01
7.98931551297069e+02	1.00367622803480e+02,-1.98829748108325e+01
8.04488559694007e+02	1.00367563766389e+02,-1.97456592660369e+01
8.10084220141017e+02	1.00367505422313e+02,-1.96092923822492e+01
8.15718801484366e+02	1.00367447760311e+02,-1.94738676071247e+01
8.21392574440297e+02	1.00367390769580e+02,-1.93393784335734e+01
8.27105811608034e+02	1.00367334439451e+02,-1.92058183994472e+01
8.32858787482876e+02	1.00367278759390e+02,-1.90731810872296e+01
8.38651778469392e+02	1.00367223718999e+02,-1.89414601237272e+01
8.44485062894692e+02	1.00367169308004e+02,-1.88106491797629e+01
8.50358921021807e+02	1.00367115516261e+02,-1.86807419698725e+01
8.56273635063152e+02	1.00367062333757e+02,-1.85517322520008e+01
8.62229489194082e+02	1.00367009750599e+02,-1.84236138272049e+01
8.68226769566551e+02	1.00366957757023e+02,-1.82963805393524e+01
8.74265764322854e+02	1.00366906343381e+02,-1.81700262748278e+01
8.80346763609478e+02	1.00366855500145e+02,-1.80445449622391e+01
8.86470059591034e+02	1.00366805217912e+02,-1.79199305721234e+01
8.92635946464302e+02	1.00366755487390e+02,-1.77961771166600e+01
8.98844720472361e+02	1.00366706299404e+02,-1.76732786493801e+01
9.05096679918824e+02	1.00366657644890e+02,-1.75512292648831e+01
9.11392125182169e+02	1.00366609514899e+02,-1.74300230985514e+01
9.17731358730173e+02	1.00366561900592e+02,-1.73096543262684e+01
9.24114685134442e+02	1.00366514793238e+02,-1.71901171641396e+01
9.30542411085043e+02	1.00366468184218e+02,-1.70714058682139e+01
9.37014845405245e+02	1.00366422065011e+02,-1.69535147342070e+01
9.43532299066350e+02	1.00366376427205e+02,-1.68364380972284e+01
9.50095085202637e+02	1.00366331262496e+02,-1.67201703315083e+01
9.56703519126407e+02	1.00366286562677e+02,-1.66047058501272e+01
9.63357918343130e+02	1.00366242319637e+02,-1.64900391047470e+01
9.70058602566702e+02	1.00366198525377e+02,-1.63761645853457e+01
9.76805893734805e+02	1.00366155171986e+02,-1.62630768199510e+01
9.83600116024376e+02	1.00366112251652e+02,-1.61507703743781e+01
9.90441595867178e+02	1.00366069756660e+02,-1.60392398519681e+01
9.97330661965489e+02	1.00366027679387e+02,-1.59284798933286e+01
1.00426764530789e+03	1.00365986012308e+02,-1.58184851760764e+01
1.01125287918517e+03	1.00365944747987e+02,-1.57092504145816e+01
1.01828669920635e+03	1.00365903879074e+02,-1.56007703597127e+01
1.02536944331477e+03	1.00365863398321e+02,-1.54930397985857e+01
1.03250145180437e+03	1.00365823298554e+02,-1.53860535543123e+01
1.03968306733603e+03	1.00365783572696e+02,-1.52798064857516e+01
1.04691463495401e+03	1.00365744213755e+02,-1.51742934872630e+01
1.05419650210255e+03	1.00365705214823e+02,-1.50695094884599e+01
1.06152901864254e+03	1.00365666569076e+02,-1.49654494539685e+01
1.06891253686837e+03	1.00365628269779e+02,-1.48621083831818e+01
1.07634741152481e+03	1.00365590310264e+02,-1.47594813100232e+01
1.08383399982409e+03	1.00365552683967e+02,-1.46575633027041e+01
1.09137266146304e+03	1.00365515384386e+02,-1.45563494634908e+01
1.09896375864038e+03	1.00365478405106e+02,-1.44558349284654e+01
1.10660765607412e+03	1.00365441739791e+02,-1.43560148672943e+01
1.11430472101910e+03	1.00365405382185e+02,-1.42568844829945e+01
1.12205532328458e+03	1.00365369326096e+02,-1.41584390117054e+01
1.12985983525210e+03	1.00365333565427e+02,-1.40606737224562e+01
1.13771863189327e+03	1.00365298094142e+02,-1.39635839169430e+01
1.14563209078786e+03	1.00365262906289e+02,-1.38671649292976e+01
1.15360059214192e+03	1.00365227995981e+02,-1.37714121258685e+01
1.16162451880602e+03	1.00365193357411e+02,-1.36763209049941e+01
1.16970425629369e+03	1.00365158984838e+02,-1.35818866967848e+01
1.17784019279990e+03	1.00365124872598e+02,-1.34881049629005e+01
1.18603271921974e+03	1.00365091015097e+02,-1.33949711963343e+01
1.19428222916717e+03	1.00365057406808e+02,-1.33024809211956e+01
1.20258911899400e+03	1.00365024042272e+02,-1.32106296924941e+01
1.21095378780882e+03	1.00364990916109e+02,-1.31194130959272e+01
1.21937663749630e+03	1.00364958022996e+02,-1.30288267476672e+01
1.22785807273640e+03	1.00364925357680e+02,-1.29388662941510e+01
1.23639850102387e+03	1.00364892914979e+02,-1.28495274118709e+01
1.24499833268779e+03	1.00364860689773e+02,-1.27608058071661e+01
1.25365798091133e+03	1.00364828677009e+02,-1.26726972160174e+01
1.26237786175156e+03	1.00364796871701e+02,-1.25851974038413e+01
1.27115839415947e+03	1.00364765268924e+02,-1.24983021652878e+01
1.28000000000007e+03	1.00364733863821e+02,-1.24120073240368e+01
1.28890310407267e+03	1.00364702651598e+02,-1.23263087325983e+01
1.29786813413130e+03	1.00364671627519e+02,-1.22412022721140e+01
1.30689552090528e+03	1.00364640786918e+02,-1.21566838521562e+01
1.31598569811983e+03	1.00364610125188e+02,-1.20727494105350e+01
1.32513910251703e+03	1.00364579637781e+02,-1.19893949131012e+01
1.33435617387670e+03	1.00364549320215e+02,-1.19066163535529e+01
1.34363735503760e+03	1.00364519168065e+02,-1.18244097532425e+01
1.35298309191864e+03	1.00364489176973e+02,-1.17427711609874e+01
1.36239383354037e+03	1.00364459342630e+02,-1.16616966528771e+01
1.37187003204653e+03	1.00364429660798e+02,-1.15811823320874e+01
1.38141214272574e+03	1.00364400127294e+02,-1.15012243286920e+01
1.39102062403343e+03	1.00364370737991e+02,-1.14218187994768e+01
1.40069593761382e+03	1.00364341488824e+02,-1.13429619277551e+01
1.41043854832214e+03	1.00364312375791e+02,-1.12646499231850e+01
1.42024892424692e+03	1.00364283394938e+02,-1.11868790215869e+01
1.43012753673252e+03	1.00364254542378e+02,-1.11096454847629e+01
1.44007486040175e+03	1.00364225814270e+02,-1.10329456003170e+01
1.45009137317870e+03	1.00364197206847e+02,-1.09567756814760e+01
1.46017755631166e+03	1.00364168716387e+02,-1.08811320669148e+01
1.47033389439628e+03	1.00364140339231e+02,-1.08060111205784e+01
1.48056087539885e+03	1.00364112071769e+02,-1.07314092315089e+01
1.49085899067970e+03	1.00364083910454e+02,-1.06573228136713e+01
1.50122873501688e+03	1.00364055851792e+02,-1.05837483057805e+01
1.51167060662988e+03	1.00364027892350e+02,-1.05106821711322e+01
1.52218510720356e+03	1.00364000028741e+02,-1.04381208974325e+01
1.53277274191231e+03	1.00363972257645e+02,-1.03660609966286e+01
1.54343401944426e+03	1.00363944575794e+02,-1.02944990047417e+01
1.55416945202574e+03	1.00363916979967e+02,-1.02234314817016e+01
1.56497955544593e+03	1.00363889467010e+02,-1.01528550111806e+01
1.57586484908158e+03	1.00363862033813e+02,-1.00827662004305e+01
1.58682585592199e+03	1.00363834677335e+02,-1.00131616801174e+01
1.59786310259415e+03	1.00363807394573e+02,-9.94403810416518e+00
1.60897711938803e+03	1.00363780182596e+02,-9.87539214958951e+00
1.62016844028205e+03	1.00363753038512e+02,-9.80722051634082e+00
1.63143760296874e+03	1.00363725959494e+02,-9.73951992714596e+00
1.64278514888061e+03	1.00363698942764e+02,-9.67228712735205e+00
1.65421162321608e+03	1.00363671985601e+02,-9.60551888476861e+00
1.66571757496577e+03	1.00363645085332e+02,-9.53921198951277e+00
1.67730355693880e+03	1.00363618239350e+02,-9.47336325385622e+00
1.68897012578940e+03	1.00363591445094e+02,-9.40796951207359e+00
1.70071784204363e+03	1.00363564700059e+02,-9.34302762028676e+00
1.71254727012632e+03	1.00363538001789e+02,-9.27853445631760e+00
1.72445897838818e+03	1.00363511347892e+02,-9.21448691953803e+00
1.73645353913312e+03	1.00363484736018e+02,-9.15088193072018e+00
1.74853152864572e+03	1.00363458163883e+02,-9.08771643188783e+00
1.76069352721897e+03	1.00363431629244e+02,-9.02498738617548e+00
1.77294011918208e+03	1.00363405129922e+02,-8.96269177767423e+00
1.78527189292862e+03	1.00363378663787e+02,-8.90082661129431e+00
1.79768944094474e+03	1.00363352228764e+02,-8.83938891261895e+00
1.81019335983766e+03	1.00363325822831e+02,-8.77837572776201e+00
1.82278425036435e+03	1.00363299444017e+02,-8.71778412322687e+00
1.83546271746036e+03	1.00363273090409e+02,-8.65761118576634e+00
1.84822937026890e+03	1.00363246760145e+02,-8.59785402224075e+00
1.86108482217010e+03	1.00363220451415e+02,-8.53850975948314e+00
1.87402969081051e+03	1.00363194162466e+02,-8.47957554415970e+00
1.88706459813271e+03	1.00363167891596e+02,-8.42104854263257e+00
1.90019017040529e+03	1.00363141637151e+02,-8.36292594082695e+00
1.91340703825283e+03	1.00363115397542e+02,-8.30520494409133e+00
1.92671583668627e+03	1.00363089171222e+02,-8.24788277707083e+00
1.94011720513342e+03	1.00363062956706e+02,-8.19095668356793e+00
1.95361178746963e+03	1.00363036752551e+02,-8.13442392641526e+00
1.96720023204877e+03	1.00363010557377e+02,-8.07828178734029e+00
1.98088319173437e+03	1.00362984369855e+02,-8.02252756684144e+00
1.99466132393099e+03	1.00362958188702e+02,-7.96715858405168e+00
2.00853529061580e+03	1.00362932012694e+02,-7.91217217661659e+00
2.02250575837036e+03	1.00362905840661e+02,-7.85756570056380e+00
2.03657339841271e+03	1.00362879671476e+02,-7.80333653017726e+00
2.05073888662955e+03	1.00362853504076e+02,-7.74948205787168e+00
2.06500290360876e+03	1.00362827337443e+02,-7.69599969406891e+00
2.07936613467208e+03	1.00362801170612e+02,-7.64288686707132e+00
2.09382926990804e+03	1.00362775002668e+02,-7.59014102294435e+00
2.10839300420511e+03	1.00362748832755e+02,-7.53775962538748e+00
2.12305803728509e+03	1.00362722660059e+02,-7.48574015562030e+00
2.13782507373675e+03	1.00362696483828e+02,-7.43408011225496e+00
2.15269482304963e+03	1.00362670303355e+02,-7.38277701118364e+00
2.16766799964819e+03	1.00362644117978e+02,-7.33182838545375e+00
2.18274532292609e+03	1.00362617927099e+02,-7.28123178515650e+00
2.19792751728078e+03	1.00362591730164e+02,-7.23098477730252e+00
2.21321531214826e+03	1.00362565526665e+02,-7.18108494571323e+00
2.22860944203821e+03	1.00362539316156e+02,-7.13152989089875e+00
2.24411064656918e+03	1.00362513098226e+02,-7.08231722994970e+00
2.25971967050421e+03	1.00362486872528e+02,-7.03344459641777e+00
2.27543726378655e+03	1.00362460638754e+02,-6.98490964020695e+00
2.29126418157574e+03	1.00362434396650e+02,-6.93671002745807e+00
2.30720118428386e+03	1.00362408146008e+02,-6.88884344044181e+00
2.32324903761207e+03	1.00362381886674e+02,-6.84130757744220e+00
2.33940851258740e+03	1.00362355618539e+02,-6.79410015265218e+00
2.35568038559982e+03	1.00362329341539e+02,-6.74721889606191e+00
2.37206543843949e+03	1.00362303055661e+02,-6.70066155335111e+00
2.38856445833437e+03	1.00362276760934e+02,-6.65442588578185e+00
2.40517823798801e+03	1.00362250457443e+02,-6.60850967008918e+00
2.42190757561767e+03	1.00362224145312e+02,-6.56291069837962e+00
2.43875327499262e+03	1.00362197824716e+02,-6.51762677802252e+00
2.45571614547282e+03	1.00362171495867e+02,-6.47265573154579e+00
2.47279700204775e+03	1.00362145159033e+02,-6.42799539653394e+00
2.48999666537560e+03	1.00362118814517e+02,-6.38364362552303e+00
2.50731596182268e+03	1.00362092462669e+02,-6.33959828589943e+00
2.52475572350315e+03	1.00362066103888e+02,-6.29585725979467e+00
2.54231678831896e+03	1.00362039738608e+02,-6.25241844399240e+00
2.56000000000015e+03	1.00362013367312e+02,-6.20927974981904e+00
2.57780620814535e+03	1.00361986990521e+02,-6.16643910304976e+00
2.59573626826263e+03	1.00361960608795e+02,-6.12389444380756e+00
2.61379104181057e+03	1.00361934222744e+02,-6.08164372646524e+00
2.63197139623969e+03	1.00361907833007e+02,-6.03968491954994e+00
2.65027820503409e+03	1.00361881440275e+02,-5.99801600563993e+00
2.66871234775343e+03	1.00361855045263e+02,-5.95663498127693e+00
2.68727471007521e+03	1.00361828648738e+02,-5.91553985686496e+00
2.70596618383730e+03	1.00361802251496e+02,-5.87472865657679e+00
2.72478766708077e+03	1.00361775854375e+02,-5.83419941825934e+00
2.74374006409308e+03	1.00361749458248e+02,-5.79395019334174e+00
2.76282428545150e+03	1.00361723064019e+02,-5.75397904673865e+00
2.78204124806688e+03	1.00361696672636e+02,-5.71428405676291e+00
2.80139187522766e+03	1.00361670285072e+02,-5.67486331503010e+00
2.82087709664429e+03	1.00361643902339e+02,-5.63571492636769e+00
2.84049784849386e+03	1.00361617525483e+02,-5.59683700872723e+00
2.86025507346506e+03	1.00361591155572e+02,-5.55822769309058e+00
2.88014972080353e+03	1.00361564793714e+02,-5.51988512338705e+00
2.90018274635742e+03	1.00361538441052e+02,-5.48180745639372e+00
