Freq.	-V(out)/I(Vtest)
2.92035511262334e+03	1.00361512098743e+02,-5.44399286166054e+00
2.94066778879259e+03	1.00361485767987e+02,-5.40643952141255e+00
2.96112175079772e+03	1.00361459450003e+02,-5.36914563046979e+00
2.98171798135943e+03	1.00361433146042e+02,-5.33210939615549e+00
3.00245747003379e+03	1.00361406857376e+02,-5.29532903821669e+00
3.02334121325978e+03	1.00361380585309e+02,-5.25880278873123e+00
3.04437021440715e+03	1.00361354331164e+02,-5.22252889203152e+00
3.06554548382465e+03	1.00361328096290e+02,-5.18650560461327e+00
3.08686803888854e+03	1.00361301882058e+02,-5.15073119505952e+00
3.10833890405151e+03	1.00361275689858e+02,-5.11520394394975e+00
3.12995911089189e+03	1.00361249521105e+02,-5.07992214378195e+00
3.15172969816318e+03	1.00361223377235e+02,-5.04488409889428e+00
3.17365171184400e+03	1.00361197259695e+02,-5.01008812537703e+00
3.19572620518832e+03	1.00361171169955e+02,-4.97553255099560e+00
3.21795423877608e+03	1.00361145109505e+02,-4.94121571510860e+00
3.24033688056412e+03	1.00361119079847e+02,-4.90713596859107e+00
3.26287520593751e+03	1.00361093082499e+02,-4.87329167375440e+00
3.28557029776124e+03	1.00361067118995e+02,-4.83968120426617e+00
3.30842324643219e+03	1.00361041190876e+02,-4.80630294507328e+00
3.33143514993156e+03	1.00361015299704e+02,-4.77315529232445e+00
3.35460711387762e+03	1.00360989447045e+02,-4.74023665329548e+00
3.37794025157882e+03	1.00360963634484e+02,-4.70754544630458e+00
3.40143568408728e+03	1.00360937863605e+02,-4.67508010064990e+00
3.42509454025266e+03	1.00360912136010e+02,-4.64283905652146e+00
3.44891795677638e+03	1.00360886453301e+02,-4.61082076493405e+00
3.47290707826626e+03	1.00360860817091e+02,-4.57902368764876e+00
3.49706305729147e+03	1.00360835228996e+02,-4.54744629710093e+00
3.52138705443797e+03	1.00360809690642e+02,-4.51608707632474e+00
3.54588023836419e+03	1.00360784203650e+02,-4.48494451888384e+00
3.57054378585726e+03	1.00360758769653e+02,-4.45401712879421e+00
3.59537888188950e+03	1.00360733390278e+02,-4.42330342045720e+00
3.62038671967535e+03	1.00360708067160e+02,-4.39280191858328e+00
3.64556850072874e+03	1.00360682801929e+02,-4.36251115812377e+00
3.67092543492075e+03	1.00360657596215e+02,-4.33242968419842e+00
3.69645874053783e+03	1.00360632451649e+02,-4.30255605202868e+00
3.72216964434023e+03	1.00360607369855e+02,-4.27288882686269e+00
3.74805938162104e+03	1.00360582352459e+02,-4.24342658391037e+00
3.77412919626546e+03	1.00360557401076e+02,-4.21416790827548e+00
3.80038034081061e+03	1.00360532517326e+02,-4.18511139488122e+00
3.82681407650569e+03	1.00360507702806e+02,-4.15625564840910e+00
3.85343167337258e+03	1.00360482959122e+02,-4.12759928322770e+00
3.88023441026687e+03	1.00360458287867e+02,-4.09914092332645e+00
3.90722357493928e+03	1.00360433690624e+02,-4.07087920225030e+00
3.93440046409756e+03	1.00360409168963e+02,-4.04281276303259e+00
3.96176638346877e+03	1.00360384724458e+02,-4.01494025812877e+00
3.98932264786202e+03	1.00360360358650e+02,-3.98726034935401e+00
4.01707058123162e+03	1.00360336073088e+02,-3.95977170781167e+00
4.04501151674075e+03	1.00360311869299e+02,-3.93247301384031e+00
4.07314679682545e+03	1.00360287748799e+02,-3.90536295693739e+00
4.10147777325913e+03	1.00360263713088e+02,-3.87844023570511e+00
4.13000580721756e+03	1.00360239763653e+02,-3.85170355778216e+00
4.15873226934420e+03	1.00360215901969e+02,-3.82515163978061e+00
4.18765853981611e+03	1.00360192129488e+02,-3.79878320723052e+00
4.21678600841025e+03	1.00360168447647e+02,-3.77259699451185e+00
4.24611607457022e+03	1.00360144857871e+02,-3.74659174479043e+00
4.27565014747353e+03	1.00360121361567e+02,-3.72076620996402e+00
4.30538964609930e+03	1.00360097960113e+02,-3.69511915059990e+00
4.33533599929642e+03	1.00360074654879e+02,-3.66964933587079e+00
4.36549064585222e+03	1.00360051447210e+02,-3.64435554349800e+00
4.39585503456159e+03	1.00360028338434e+02,-3.61923655969407e+00
4.42643062429656e+03	1.00360005329854e+02,-3.59429117909860e+00
4.45721888407645e+03	1.00359982422756e+02,-3.56951820472258e+00
4.48822129313839e+03	1.00359959618401e+02,-3.54491644789441e+00
4.51943934100845e+03	1.00359936918032e+02,-3.52048472819025e+00
4.55087452757314e+03	1.00359914322866e+02,-3.49622187339025e+00
4.58252836315152e+03	1.00359891834094e+02,-3.47212671941243e+00
4.61440236856776e+03	1.00359869452892e+02,-3.44819811025870e+00
4.64649807522417e+03	1.00359847180406e+02,-3.42443489796084e+00
4.67881702517484e+03	1.00359825017758e+02,-3.40083594251917e+00
4.71136077119967e+03	1.00359802966048e+02,-3.37740011185357e+00
4.74413087687901e+03	1.00359781026351e+02,-3.35412628174162e+00
4.77712891666877e+03	1.00359759199712e+02,-3.33101333577198e+00
4.81035647597606e+03	1.00359737487157e+02,-3.30806016528125e+00
4.84381515123537e+03	1.00359715889684e+02,-3.28526566930439e+00
4.87750654998529e+03	1.00359694408259e+02,-3.26262875452349e+00
4.91143229094568e+03	1.00359673043837e+02,-3.24014833520662e+00
4.94559400409554e+03	1.00359651797327e+02,-3.21782333316486e+00
4.97999333075124e+03	1.00359630669628e+02,-3.19565267769355e+00
5.01463192364540e+03	1.00359609661599e+02,-3.17363530551918e+00
5.04951144700634e+03	1.00359588774087e+02,-3.15177016075103e+00
5.08463357663797e+03	1.00359568007896e+02,-3.13005619482767e+00
5.12000000000034e+03	1.00359547363817e+02,-3.10849236646638e+00
5.15561241629075e+03	1.00359526842598e+02,-3.08707764161464e+00
5.19147253652530e+03	1.00359506444975e+02,-3.06581099339602e+00
5.22758208362118e+03	1.00359486171652e+02,-3.04469140205724e+00
5.26394279247942e+03	1.00359466023300e+02,-3.02371785492799e+00
5.30055641006821e+03	1.00359446000566e+02,-3.00288934636702e+00
5.33742469550690e+03	1.00359426104072e+02,-2.98220487770785e+00
5.37454942015047e+03	1.00359406334408e+02,-2.96166345721648e+00
5.41193236767464e+03	1.00359386692142e+02,-2.94126410003997e+00
5.44957533416157e+03	1.00359367177808e+02,-2.92100582816284e+00
5.48748012818620e+03	1.00359347791920e+02,-2.90088767035244e+00
5.52564857090304e+03	1.00359328534958e+02,-2.88090866211238e+00
5.56408249613380e+03	1.00359309407378e+02,-2.86106784564666e+00
5.60278375045537e+03	1.00359290409609e+02,-2.84136426979743e+00
5.64175419328863e+03	1.00359271542053e+02,-2.82179699000896e+00
5.68099569698776e+03	1.00359252805083e+02,-2.80236506827483e+00
5.72051014693016e+03	1.00359234199048e+02,-2.78306757309917e+00
5.76029944160710e+03	1.00359215724271e+02,-2.76390357944782e+00
5.80036549271489e+03	1.00359197381043e+02,-2.74487216869824e+00
5.84071022524673e+03	1.00359179169637e+02,-2.72597242860435e+00
5.88133557758522e+03	1.00359161090295e+02,-2.70720345324549e+00
5.92224350159548e+03	1.00359143143232e+02,-2.68856434298291e+00
5.96343596271891e+03	1.00359125328641e+02,-2.67005420442196e+00
6.00491494006763e+03	1.00359107646687e+02,-2.65167215035607e+00
6.04668242651961e+03	1.00359090097512e+02,-2.63341729973741e+00
6.08874042881435e+03	1.00359072681231e+02,-2.61528877762478e+00
6.13109096764934e+03	1.00359055397937e+02,-2.59728571514575e+00
6.17373607777712e+03	1.00359038247696e+02,-2.57940724945117e+00
6.21667780810307e+03	1.00359021230550e+02,-2.56165252367381e+00
6.25991822178383e+03	1.00359004346519e+02,-2.54402068688702e+00
6.30345939632641e+03	1.00358987595599e+02,-2.52651089406965e+00
6.34730342368805e+03	1.00358970977766e+02,-2.50912230604688e+00
6.39145241037670e+03	1.00358954492962e+02,-2.49185408947716e+00
6.43590847755221e+03	1.00358938141118e+02,-2.47470541678309e+00
6.48067376112829e+03	1.00358921922143e+02,-2.45767546612806e+00
6.52575041187508e+03	1.00358905835912e+02,-2.44076342137411e+00
6.57114059552253e+03	1.00358889882292e+02,-2.42396847204346e+00
6.61684649286442e+03	1.00358874061120e+02,-2.40728981326428e+00
6.66287029986317e+03	1.00358858372217e+02,-2.39072664575692e+00
6.70921422775529e+03	1.00358842815382e+02,-2.37427817577411e+00
6.75588050315769e+03	1.00358827390391e+02,-2.35794361507167e+00
6.80287136817462e+03	1.00358812096999e+02,-2.34172218087037e+00
6.85018908050538e+03	1.00358796934955e+02,-2.32561309581354e+00
6.89783591355282e+03	1.00358781903970e+02,-2.30961558793291e+00
6.94581415653257e+03	1.00358767003749e+02,-2.29372889060923e+00
6.99412611458300e+03	1.00358752233973e+02,-2.27795224253790e+00
7.04277410887598e+03	1.00358737594310e+02,-2.26228488769043e+00
7.09176047672844e+03	1.00358723084402e+02,-2.24672607527431e+00
7.14108757171458e+03	1.00358708703882e+02,-2.23127505970358e+00
7.19075776377905e+03	1.00358694452360e+02,-2.21593110055730e+00
7.24077343935076e+03	1.00358680329434e+02,-2.20069346254705e+00
7.29113700145753e+03	1.00358666334683e+02,-2.18556141547233e+00
7.34185086984156e+03	1.00358652467675e+02,-2.17053423420548e+00
7.39291748107571e+03	1.00358638727952e+02,-2.15561119863462e+00
7.44433928868052e+03	1.00358625115055e+02,-2.14079159363880e+00
7.49611876324214e+03	1.00358611628499e+02,-2.12607470905419e+00
7.54825839253098e+03	1.00358598267791e+02,-2.11145983964010e+00
7.60076068162127e+03	1.00358585032418e+02,-2.09694628503765e+00
7.65362815301143e+03	1.00358571921865e+02,-2.08253334974346e+00
7.70686334674522e+03	1.00358558935590e+02,-2.06822034307712e+00
7.76046882053379e+03	1.00358546073046e+02,-2.05400657914068e+00
7.81444714987862e+03	1.00358533333672e+02,-2.03989137678954e+00
7.86880092819519e+03	1.00358520716897e+02,-2.02587405960141e+00
7.92353276693761e+03	1.00358508222137e+02,-2.01195395583722e+00
7.97864529572409e+03	1.00358495848794e+02,-1.99813039841753e+00
8.03414116246331e+03	1.00358483596264e+02,-1.98440272488465e+00
8.09002303348157e+03	1.00358471463924e+02,-1.97077027737502e+00
8.14629359365096e+03	1.00358459451156e+02,-1.95723240257675e+00
8.20295554651832e+03	1.00358447557311e+02,-1.94378845171083e+00
8.26001161443517e+03	1.00358435781756e+02,-1.93043778049526e+00
8.31746453868845e+03	1.00358424123822e+02,-1.91717974911250e+00
8.37531707963229e+03	1.00358412582854e+02,-1.90401372217924e+00
8.43357201682056e+03	1.00358401158172e+02,-1.89093906871895e+00
8.49223214914050e+03	1.00358389849097e+02,-1.87795516212648e+00
8.55130029494712e+03	1.00358378654942e+02,-1.86506138013831e+00
8.61077929219866e+03	1.00358367575009e+02,-1.85225710480988e+00
8.67067199859291e+03	1.00358356608591e+02,-1.83954172247829e+00
8.73098129170451e+03	1.00358345754985e+02,-1.82691462373023e+00
8.79171006912324e+03	1.00358335013464e+02,-1.81437520338743e+00
8.85286124859319e+03	1.00358324383311e+02,-1.80192286046063e+00
8.91443776815296e+03	1.00358313863797e+02,-1.78955699812761e+00
8.97644258627685e+03	1.00358303454186e+02,-1.77727702371091e+00
9.03887868201697e+03	1.00358293153737e+02,-1.76508234863439e+00
9.10174905514635e+03	1.00358282961705e+02,-1.75297238841087e+00
9.16505672630311e+03	1.00358272877341e+02,-1.74094656260770e+00
9.22880473713558e+03	1.00358262899892e+02,-1.72900429480439e+00
9.29299615044841e+03	1.00358253028598e+02,-1.71714501260160e+00
9.35763405034975e+03	1.00358243262697e+02,-1.70536814754895e+00
9.42272154239941e+03	1.00358233601423e+02,-1.69367313515398e+00
9.48826175375810e+03	1.00358224044009e+02,-1.68205941483364e+00
9.55425783333761e+03	1.00358214589681e+02,-1.67052642989963e+00
9.62071295195219e+03	1.00358205237664e+02,-1.65907362751559e+00
9.68763030247082e+03	1.00358195987185e+02,-1.64770045869745e+00
9.75501309997064e+03	1.00358186837454e+02,-1.63640637825867e+00
9.82286458189143e+03	1.00358177787699e+02,-1.62519084480157e+00
9.89118800819115e+03	1.00358168837134e+02,-1.61405332068691e+00
9.95998666150254e+03	1.00358159984972e+02,-1.60299327200892e+00
1.00292638472909e+04	1.00358151230429e+02,-1.59201016855929e+00
1.00990228940127e+04	1.00358142572715e+02,-1.58110348382627e+00
1.01692671532760e+04	1.00358134011044e+02,-1.57027269494103e+00
1.02400000000008e+04	1.00358125544626e+02,-1.55951728267233e+00
1.03112248325816e+04	1.00358117172669e+02,-1.54883673139166e+00
1.03829450730507e+04	1.00358108894384e+02,-1.53823052905620e+00
1.04551641672424e+04	1.00358100708984e+02,-1.52769816717834e+00
1.05278855849589e+04	1.00358092615674e+02,-1.51723914080146e+00
1.06011128201365e+04	1.00358084613670e+02,-1.50685294847916e+00
1.06748493910139e+04	1.00358076702179e+02,-1.49653909224631e+00
1.07490988403010e+04	1.00358068880412e+02,-1.48629707760700e+00
1.08238647353493e+04	1.00358061147586e+02,-1.47612641349644e+00
1.08991506683232e+04	1.00358053502909e+02,-1.46602661225786e+00
1.09749602563725e+04	1.00358045945597e+02,-1.45599718964075e+00
1.10512971418062e+04	1.00358038474871e+02,-1.44603766474474e+00
1.11281649922677e+04	1.00358031089941e+02,-1.43614756002003e+00
1.12055675009108e+04	1.00358023790030e+02,-1.42632640124480e+00
1.12835083865773e+04	1.00358016574359e+02,-1.41657371748758e+00
1.13619913939756e+04	1.00358009442152e+02,-1.40688904109418e+00
1.14410202938604e+04	1.00358002392632e+02,-1.39727190766834e+00
1.15205988832143e+04	1.00357995425023e+02,-1.38772185604634e+00
1.16007309854299e+04	1.00357988538562e+02,-1.37823842826482e+00
1.16814204504935e+04	1.00357981732474e+02,-1.36882116955793e+00
1.17626711551705e+04	1.00357975005998e+02,-1.35946962832129e+00
1.18444870031910e+04	1.00357968358369e+02,-1.35018335609707e+00
1.19268719254379e+04	1.00357961788831e+02,-1.34096190754985e+00
1.20098298801354e+04	1.00357955296625e+02,-1.33180484044524e+00
1.20933648530393e+04	1.00357948880996e+02,-1.32271171562785e+00
1.21774808576288e+04	1.00357942541194e+02,-1.31368209701145e+00
1.22621819352988e+04	1.00357936276469e+02,-1.30471555153663e+00
1.23474721555543e+04	1.00357930086082e+02,-1.29581164916564e+00
1.24333556162062e+04	1.00357923969294e+02,-1.28696996286449e+00
1.25198364435677e+04	1.00357917925363e+02,-1.27819006857071e+00
1.26069187926529e+04	1.00357911953557e+02,-1.26947154517837e+00
1.26946068473762e+04	1.00357906053147e+02,-1.26081397453032e+00
1.27829048207535e+04	1.00357900223410e+02,-1.25221694136265e+00
1.28718169551045e+04	1.00357894463619e+02,-1.24368003333390e+00
1.29613475222567e+04	1.00357888773063e+02,-1.23520284096555e+00
1.30515008237502e+04	1.00357883151020e+02,-1.22678495764163e+00
1.31422811910451e+04	1.00357877596785e+02,-1.21842597958864e+00
1.32336929857289e+04	1.00357872109653e+02,-1.21012550583852e+00
1.33257405997264e+04	1.00357866688922e+02,-1.20188313824269e+00
1.34184284555107e+04	1.00357861333894e+02,-1.19369848141757e+00
1.35117610063155e+04	1.00357856043876e+02,-1.18557114275188e+00
1.36057427363493e+04	1.00357850818182e+02,-1.17750073237570e+00
1.37003781610108e+04	1.00357845656126e+02,-1.16948686314189e+00
1.37956718271057e+04	1.00357840557028e+02,-1.16152915061321e+00
1.38916283130652e+04	1.00357835520216e+02,-1.15362721303605e+00
1.39882522291661e+04	1.00357830545014e+02,-1.14578067133170e+00
1.40855482177521e+04	1.00357825630761e+02,-1.13798914906940e+00
1.41835209534570e+04	1.00357820776796e+02,-1.13025227245746e+00
1.42821751434293e+04	1.00357815982462e+02,-1.12256967031720e+00
1.43815155275582e+04	1.00357811247107e+02,-1.11494097406558e+00
1.44815468787016e+04	1.00357806570082e+02,-1.10736581770675e+00
1.45822740029152e+04	1.00357801950747e+02,-1.09984383780370e+00
1.46837017396832e+04	1.00357797388468e+02,-1.09237467346647e+00
1.47858349621515e+04	1.00357792882602e+02,-1.08495796633796e+00
1.48886785773611e+04	1.00357788432534e+02,-1.07759336056392e+00
1.49922375264844e+04	1.00357784037631e+02,-1.07028050279486e+00
1.50965167850621e+04	1.00357779697279e+02,-1.06301904215398e+00
1.52015213632427e+04	1.00357775410866e+02,-1.05580863022508e+00
1.53072563060230e+04	1.00357771177778e+02,-1.04864892104196e+00
1.54137266934905e+04	1.00357766997420e+02,-1.04153957105931e+00
1.55209376410677e+04	1.00357762869190e+02,-1.03448023914394e+00
1.56288942997574e+04	1.00357758792489e+02,-1.02747058657008e+00
1.57376018563905e+04	1.00357754766734e+02,-1.02051027697548e+00
1.58470655338753e+04	1.00357750791343e+02,-1.01359897636868e+00
1.59572905914483e+04	1.00357746865737e+02,-1.00673635310502e+00
1.60682823249267e+04	1.00357742989335e+02,-9.99922077873935e-01
1.61800460669632e+04	1.00357739161577e+02,-9.93155823672064e-01
1.62925871873020e+04	1.00357735381892e+02,-9.86437265813559e-01
1.64059110930368e+04	1.00357731649728e+02,-9.79766081871965e-01
1.65200232288705e+04	1.00357727964520e+02,-9.73141951715197e-01
1.66349290773770e+04	1.00357724325733e+02,-9.66564557440980e-01
1.67506341592647e+04	1.00357720732813e+02,-9.60033583409211e-01
1.68671440336412e+04	1.00357717185224e+02,-9.53548716193027e-01
1.69844642982811e+04	1.00357713682431e+02,-9.47109644569300e-01
1.71026005898944e+04	1.00357710223900e+02,-9.40716059522650e-01
1.72215585843975e+04	1.00357706809117e+02,-9.34367654196357e-01
1.73413439971859e+04	1.00357703437552e+02,-9.28064123922647e-01
1.74619625834092e+04	1.00357700108695e+02,-9.21805166160379e-01
1.75834201382466e+04	1.00357696822037e+02,-9.15590480521316e-01
1.77057224971865e+04	1.00357693577071e+02,-9.09419768736225e-01
1.78288755363061e+04	1.00357690373292e+02,-9.03292734629998e-01
1.79528851725538e+04	1.00357687210211e+02,-8.97209084139458e-01
1.80777573640341e+04	1.00357684087334e+02,-8.91168525256877e-01
1.82034981102928e+04	1.00357681004177e+02,-8.85170768065690e-01
1.83301134526064e+04	1.00357677960253e+02,-8.79215524688532e-01
1.84576094742713e+04	1.00357674955092e+02,-8.73302509273940e-01
1.85859923008970e+04	1.00357671988218e+02,-8.67431438009094e-01
1.87152681006996e+04	1.00357669059161e+02,-8.61602029095183e-01
1.88454430847990e+04	1.00357666167465e+02,-8.55814002707007e-01
1.89765235075163e+04	1.00357663312668e+02,-8.50067081032649e-01
1.91085156666754e+04	1.00357660494318e+02,-8.44360988201921e-01
1.92414259039045e+04	1.00357657711966e+02,-8.38695450321876e-01
1.93752606049418e+04	1.00357654965167e+02,-8.33070195438454e-01
1.95100261999414e+04	1.00357652253474e+02,-8.27484953522803e-01
1.96457291637830e+04	1.00357649576462e+02,-8.21939456469246e-01
1.97823760163825e+04	1.00357646933699e+02,-8.16433438069872e-01
1.99199733230052e+04	1.00357644324752e+02,-8.10966634025732e-01
2.00585276945819e+04	1.00357641749201e+02,-8.05538781902057e-01
2.01980457880256e+04	1.00357639206633e+02,-8.00149621130175e-01
2.03385343065522e+04	1.00357636696627e+02,-7.94798893007128e-01
2.04800000000017e+04	1.00357634218783e+02,-7.89486340666835e-01
2.06224496651633e+04	1.00357631772682e+02,-7.84211709079240e-01
2.07658901461015e+04	1.00357629357935e+02,-7.78974745021853e-01
2.09103283344850e+04	1.00357626974147e+02,-7.73775197078999e-01
2.10557711699180e+04	1.00357624620918e+02,-7.68612815643882e-01
2.12022256402732e+04	1.00357622297869e+02,-7.63487352869577e-01
2.13496987820279e+04	1.00357620004602e+02,-7.58398562699648e-01
2.14981976806022e+04	1.00357617740750e+02,-7.53346200823861e-01
2.16477294706989e+04	1.00357615505935e+02,-7.48330024677513e-01
2.17983013366466e+04	1.00357613299782e+02,-7.43349793443649e-01
2.19499205127451e+04	1.00357611121922e+02,-7.38405268017209e-01
2.21025942836125e+04	1.00357608971995e+02,-7.33496211009323e-01
2.22563299845355e+04	1.00357606849641e+02,-7.28622386724697e-01
2.24111350018218e+04	1.00357604754501e+02,-7.23783561174923e-01
2.25670167731549e+04	1.00357602686228e+02,-7.18979502031468e-01
2.27239827879514e+04	1.00357600644469e+02,-7.14209978645454e-01
2.28820405877210e+04	1.00357598628881e+02,-7.09474762016380e-01
2.30411977664287e+04	1.00357596639126e+02,-7.04773624794187e-01
2.32014619708599e+04	1.00357594674863e+02,-7.00106341258881e-01
2.33628409009873e+04	1.00357592735763e+02,-6.95472687325068e-01
2.35253423103412e+04	1.00357590821492e+02,-6.90872440501336e-01
2.36889740063823e+04	1.00357588931723e+02,-6.86305379910397e-01
2.38537438508760e+04	1.00357587066144e+02,-6.81771286269005e-01
2.40196597602709e+04	1.00357585224428e+02,-6.77269941876188e-01
2.41867297060788e+04	1.00357583406261e+02,-6.72801130586655e-01
2.43549617152578e+04	1.00357581611329e+02,-6.68364637830723e-01
2.45243638705977e+04	1.00357579839329e+02,-6.63960250587406e-01
2.46949443111088e+04	1.00357578089956e+02,-6.59587757361820e-01
2.48667112324127e+04	1.00357576362902e+02,-6.55246948214130e-01
2.50396728871357e+04	1.00357574657873e+02,-6.50937614703751e-01
2.52138375853060e+04	1.00357572974581e+02,-6.46659549898042e-01
2.53892136947526e+04	1.00357571312727e+02,-6.42412548383251e-01
2.55658096415072e+04	1.00357569672023e+02,-6.38196406219902e-01
2.57436339102092e+04	1.00357568052185e+02,-6.34010920960477e-01
2.59226950445135e+04	1.00357566452935e+02,-6.29855891613660e-01
2.61030016475007e+04	1.00357564873990e+02,-6.25731118666340e-01
2.62845623820905e+04	1.00357563315077e+02,-6.21636404039077e-01
2.64673859714581e+04	1.00357561775925e+02,-6.17571551105993e-01
2.66514811994531e+04	1.00357560256261e+02,-6.13536364674525e-01
2.68368569110216e+04	1.00357558755822e+02,-6.09530650969793e-01
2.70235220126312e+04	1.00357557274346e+02,-6.05554217632200e-01
2.72114854726989e+04	1.00357555811571e+02,-6.01606873712873e-01
2.74007563220219e+04	1.00357554367239e+02,-5.97688429648987e-01
2.75913436542117e+04	1.00357552941093e+02,-5.93798697281579e-01
2.77832566261307e+04	1.00357551532892e+02,-5.89937489799696e-01
2.79765044583324e+04	1.00357550142377e+02,-5.86104621791402e-01
2.81710964355044e+04	1.00357548769306e+02,-5.82299909183684e-01
2.83670419069142e+04	1.00357547413438e+02,-5.78523169271295e-01
2.85643502868587e+04	1.00357546074528e+02,-5.74774220678594e-01
2.87630310551166e+04	1.00357544752347e+02,-5.71052883366386e-01
2.89630937574035e+04	1.00357543446652e+02,-5.67358978620400e-01
2.91645480058305e+04	1.00357542157212e+02,-5.63692329049198e-01
2.93674034793667e+04	1.00357540883800e+02,-5.60052758563923e-01
2.95716699243033e+04	1.00357539626190e+02,-5.56440092373740e-01
2.97773571547225e+04	1.00357538384158e+02,-5.52854156976815e-01
2.99844750529690e+04	1.00357537157476e+02,-5.49294780164695e-01
3.01930335701244e+04	1.00357535945929e+02,-5.45761790997764e-01
3.04030427264855e+04	1.00357534749307e+02,-5.42255019793970e-01
3.06145126120462e+04	1.00357533567379e+02,-5.38774298146376e-01
3.08274533869813e+04	1.00357532399947e+02,-5.35319458883390e-01
3.10418752821356e+04	1.00357531246797e+02,-5.31890336079399e-01
3.12577885995150e+04	1.00357530107723e+02,-5.28486765054931e-01
3.14752037127812e+04	1.00357528982517e+02,-5.25108582343010e-01
3.16941310677509e+04	1.00357527870980e+02,-5.21755625691395e-01
3.19145811828968e+04	1.00357526772908e+02,-5.18427734080299e-01
3.21365646498537e+04	1.00357525688105e+02,-5.15124747671029e-01
3.23600921339267e+04	1.00357524616376e+02,-5.11846507825997e-01
3.25851743746043e+04	1.00357523557528e+02,-5.08592857104214e-01
3.28118221860738e+04	1.00357522511362e+02,-5.05363639238761e-01
3.30400464577412e+04	1.00357521477696e+02,-5.02158699128071e-01
3.32698581547543e+04	1.00357520456340e+02,-4.98977882853526e-01
3.35012683185296e+04	1.00357519447115e+02,-4.95821037639276e-01
3.37342880672828e+04	1.00357518449825e+02,-4.92688011869902e-01
3.39689285965625e+04	1.00357517464301e+02,-4.89578655054967e-01
3.42052011797890e+04	1.00357516490353e+02,-4.86492817859821e-01
3.44431171687952e+04	1.00357515527813e+02,-4.83430352088087e-01
3.46826879943722e+04	1.00357514576499e+02,-4.80391110632098e-01
3.49239251668186e+04	1.00357513636238e+02,-4.77374947526688e-01
3.51668402764935e+04	1.00357512706863e+02,-4.74381717891065e-01
3.54114449943733e+04	1.00357511788206e+02,-4.71411277973350e-01
3.56577510726124e+04	1.00357510880088e+02,-4.68463485101305e-01
3.59057703451080e+04	1.00357509982352e+02,-4.65538197678105e-01
3.61555147280684e+04	1.00357509094827e+02,-4.62635275213268e-01
3.64069962205859e+04	1.00357508217358e+02,-4.59754578264773e-01
3.66602269052130e+04	1.00357507349782e+02,-4.56895968479057e-01
3.69152189485429e+04	1.00357506491939e+02,-4.54059308546329e-01
3.71719846017942e+04	1.00357505643669e+02,-4.51244462213973e-01
3.74305362013996e+04	1.00357504804813e+02,-4.48451294290927e-01
3.76908861695982e+04	1.00357503975226e+02,-4.45679670607603e-01
3.79530470150330e+04	1.00357503154751e+02,-4.42929458037917e-01
3.82170313333510e+04	1.00357502343231e+02,-4.40200524481485e-01
3.84828518078094e+04	1.00357501540527e+02,-4.37492738863785e-01
3.87505212098839e+04	1.00357500746485e+02,-4.34805971122399e-01
3.90200523998832e+04	1.00357499960958e+02,-4.32140092202689e-01
3.92914583275663e+04	1.00357499183804e+02,-4.29494974053287e-01
3.95647520327652e+04	1.00357498414871e+02,-4.26870489625972e-01
3.98399466460108e+04	1.00357497654026e+02,-4.24266512857945e-01
4.01170553891641e+04	1.00357496901131e+02,-4.21682918658223e-01
4.03960915760516e+04	1.00357496156036e+02,-4.19119582938844e-01
4.06770686131046e+04	1.00357495418612e+02,-4.16576382574851e-01
4.09600000000037e+04	1.00357494688709e+02,-4.14053195408432e-01
4.12448993303269e+04	1.00357493966208e+02,-4.11549900222448e-01
4.15317802922033e+04	1.00357493250966e+02,-4.09066376793645e-01
4.18206566689704e+04	1.00357492542852e+02,-4.06602505825832e-01
4.21115423398363e+04	1.00357491841730e+02,-4.04158168949728e-01
4.24044512805467e+04	1.00357491147479e+02,-4.01733248772304e-01
4.26993975640562e+04	1.00357490459959e+02,-3.99327628809364e-01
4.29963953612047e+04	1.00357489779050e+02,-3.96941193499291e-01
4.32954589413981e+04	1.00357489104622e+02,-3.94573828216189e-01
4.35966026732936e+04	1.00357488436549e+02,-3.92225419243142e-01
4.38998410254906e+04	1.00357487774710e+02,-3.89895853776670e-01
4.42051885672254e+04	1.00357487118977e+02,-3.87585019904253e-01
4.45126599690714e+04	1.00357486469227e+02,-3.85292806635712e-01
4.48222700036440e+04	1.00357485825344e+02,-3.83019103849540e-01
4.51340335463101e+04	1.00357485187202e+02,-3.80763802346412e-01
4.54479655759031e+04	1.00357484554686e+02,-3.78526793777781e-01
4.57640811754423e+04	1.00357483927672e+02,-3.76307970690417e-01
4.60823955328578e+04	1.00357483306048e+02,-3.74107226490785e-01
4.64029239417202e+04	1.00357482689697e+02,-3.71924455480672e-01
4.67256818019749e+04	1.00357482078500e+02,-3.69759552799037e-01
4.70506846206829e+04	1.00357481472347e+02,-3.67612414448938e-01
4.73779480127649e+04	1.00357480871120e+02,-3.65482937283945e-01
4.77074877017523e+04	1.00357480274708e+02,-3.63371019030613e-01
4.80393195205422e+04	1.00357479683001e+02,-3.61276558221340e-01
4.83734594121580e+04	1.00357479095891e+02,-3.59199454256957e-01
4.87099234305159e+04	1.00357478513252e+02,-3.57139607352897e-01
4.90487277411958e+04	1.00357477934992e+02,-3.55096918561954e-01
4.93898886222181e+04	1.00357477360993e+02,-3.53071289755890e-01
4.97334224648257e+04	1.00357476791151e+02,-3.51062623630231e-01
5.00793457742717e+04	1.00357476225356e+02,-3.49070823699602e-01
