Freq.	V(out)
2.96112175079772e+03	3.72505593244567e-03,-3.25699001314967e-03
2.98171798135943e+03	3.70266334660095e-03,-3.25992845050942e-03
3.00245747003379e+03	3.68023137875874e-03,-3.26271531621417e-03
3.02334121325978e+03	3.65776208595856e-03,-3.26534995269807e-03
3.04437021440715e+03	3.63525753927476e-03,-3.26783173705188e-03
3.06554548382465e+03	3.61271982307103e-03,-3.27016008138028e-03
3.08686803888854e+03	3.59015103424270e-03,-3.27233443313837e-03
3.10833890405151e+03	3.56755328145047e-03,-3.27435427545014e-03
3.12995911089189e+03	3.54492868434355e-03,-3.27621912740608e-03
3.15172969816318e+03	3.52227937277416e-03,-3.27792854434081e-03
3.17365171184400e+03	3.49960748600510e-03,-3.27948211809137e-03
3.19572620518832e+03	3.47691517190755e-03,-3.28087947723310e-03
3.21795423877608e+03	3.45420458615411e-03,-3.28212028729626e-03
3.24033688056412e+03	3.43147789140386e-03,-3.28320425096023e-03
3.26287520593751e+03	3.40873725648274e-03,-3.28413110822705e-03
3.28557029776124e+03	3.38598485555847e-03,-3.28490063657304e-03
3.30842324643219e+03	3.36322286731111e-03,-3.28551265107869e-03
3.33143514993156e+03	3.34045347410034e-03,-3.28596700453706e-03
3.35460711387762e+03	3.31767886112959e-03,-3.28626358753992e-03
3.37794025157882e+03	3.29490121560724e-03,-3.28640232854139e-03
3.40143568408728e+03	3.27212272590717e-03,-3.28638319390029e-03
3.42509454025266e+03	3.24934558072762e-03,-3.28620618789953e-03
3.44891795677638e+03	3.22657196825007e-03,-3.28587135274347e-03
3.47290707826626e+03	3.20380407529865e-03,-3.28537876853365e-03
3.49706305729147e+03	3.18104408650038e-03,-3.28472855322136e-03
3.52138705443797e+03	3.15829418344752e-03,-3.28392086253875e-03
3.54588023836419e+03	3.13555654386190e-03,-3.28295588990745e-03
3.57054378585726e+03	3.11283334076296e-03,-3.28183386632572e-03
3.59537888188950e+03	3.09012674163944e-03,-3.28055506023332e-03
3.62038671967535e+03	3.06743890762542e-03,-3.27911977735483e-03
3.64556850072874e+03	3.04477199268146e-03,-3.27752836052141e-03
3.67092543492075e+03	3.02212814278199e-03,-3.27578118947128e-03
3.69645874053783e+03	2.99950949510855e-03,-3.27387868062897e-03
3.72216964434023e+03	2.97691817725083e-03,-3.27182128686397e-03
3.74805938162104e+03	2.95435630641482e-03,-3.26960949722840e-03
3.77412919626546e+03	2.93182598863950e-03,-3.26724383667431e-03
3.80038034081061e+03	2.90932931802304e-03,-3.26472486575185e-03
3.82681407650569e+03	2.88686837595706e-03,-3.26205318028571e-03
3.85343167337258e+03	2.86444523037306e-03,-3.25922941103481e-03
3.88023441026687e+03	2.84206193499796e-03,-3.25625422333085e-03
3.90722357493928e+03	2.81972052862152e-03,-3.25312831669924e-03
3.93440046409756e+03	2.79742303437549e-03,-3.24985242446154e-03
3.96176638346877e+03	2.77517145902509e-03,-3.24642731332032e-03
3.98932264786202e+03	2.75296779227283e-03,-3.24285378292575e-03
4.01707058123162e+03	2.73081400607685e-03,-3.23913266542693e-03
4.04501151674075e+03	2.70871205398166e-03,-3.23526482500521e-03
4.07314679682545e+03	2.68666387046379e-03,-3.23125115739186e-03
4.10147777325913e+03	2.66467137029214e-03,-3.22709258937090e-03
4.13000580721756e+03	2.64273644790321e-03,-3.22279007826629e-03
4.15873226934420e+03	2.62086097679178e-03,-3.21834461141467e-03
4.18765853981611e+03	2.59904680891786e-03,-3.21375720562477e-03
4.21678600841025e+03	2.57729577412898e-03,-3.20902890662233e-03
4.24611607457022e+03	2.55560967960012e-03,-3.20416078848337e-03
4.27565014747353e+03	2.53399030928960e-03,-3.19915395305415e-03
4.30538964609930e+03	2.51243942341260e-03,-3.19400952936016e-03
4.33533599929642e+03	2.49095875793184e-03,-3.18872867300325e-03
4.36549064585222e+03	2.46955002406632e-03,-3.18331256554890e-03
4.39585503456159e+03	2.44821490781741e-03,-3.17776241390272e-03
4.42643062429656e+03	2.42695506951363e-03,-3.17207944967840e-03
4.45721888407645e+03	2.40577214337311e-03,-3.16626492855572e-03
4.48822129313839e+03	2.38466773708525e-03,-3.16032012963159e-03
4.51943934100845e+03	2.36364343141051e-03,-3.15424635476267e-03
4.55087452757314e+03	2.34270077979870e-03,-3.14804492790086e-03
4.58252836315152e+03	2.32184130802715e-03,-3.14171719442320e-03
4.61440236856776e+03	2.30106651385625e-03,-3.13526452045460e-03
4.64649807522417e+03	2.28037786670556e-03,-3.12868829218689e-03
4.67881702517484e+03	2.25977680734781e-03,-3.12198991519186e-03
4.71136077119967e+03	2.23926474762261e-03,-3.11517081373149e-03
4.74413087687901e+03	2.21884307016847e-03,-3.10823243006291e-03
4.77712891666877e+03	2.19851312817474e-03,-3.10117622374276e-03
4.81035647597606e+03	2.17827624515211e-03,-3.09400367092777e-03
4.84381515123537e+03	2.15813371472164e-03,-3.08671626367347e-03
4.87750654998529e+03	2.13808680042333e-03,-3.07931550923287e-03
4.91143229094568e+03	2.11813673554313e-03,-3.07180292935353e-03
4.94559400409554e+03	2.09828472295818e-03,-3.06418005957475e-03
4.97999333075124e+03	2.07853193500159e-03,-3.05644844852608e-03
5.01463192364540e+03	2.05887951334432e-03,-3.04860965722537e-03
5.04951144700634e+03	2.03932856889625e-03,-3.04066525837980e-03
5.08463357663797e+03	2.01988018172460e-03,-3.03261683568791e-03
5.12000000000034e+03	2.00053540099091e-03,-3.02446598314545e-03
5.15561241629075e+03	1.98129524490430e-03,-3.01621430435207e-03
5.19147253652530e+03	1.96216070069400e-03,-3.00786341182475e-03
5.22758208362118e+03	1.94313272459703e-03,-2.99941492631185e-03
5.26394279247942e+03	1.92421224186439e-03,-2.99087047611441e-03
5.30055641006821e+03	1.90540014678294e-03,-2.98223169641080e-03
5.33742469550690e+03	1.88669730271360e-03,-2.97350022858673e-03
5.37454942015047e+03	1.86810454214640e-03,-2.96467771957222e-03
5.41193236767464e+03	1.84962266677035e-03,-2.95576582118325e-03
5.44957533416157e+03	1.83125244755939e-03,-2.94676618947125e-03
5.48748012818620e+03	1.81299462487321e-03,-2.93768048407860e-03
5.52564857090304e+03	1.79484990857282e-03,-2.92851036760207e-03
5.56408249613380e+03	1.77681897815077e-03,-2.91925750496336e-03
5.60278375045537e+03	1.75890248287542e-03,-2.90992356278842e-03
5.64175419328863e+03	1.74110104194872e-03,-2.90051020879419e-03
5.68099569698776e+03	1.72341524467799e-03,-2.89101911118460e-03
5.72051014693016e+03	1.70584565066008e-03,-2.88145193805547e-03
5.76029944160710e+03	1.68839278997871e-03,-2.87181035680810e-03
5.80036549271489e+03	1.67105716341365e-03,-2.86209603357274e-03
5.84071022524673e+03	1.65383924266251e-03,-2.85231063264211e-03
5.88133557758522e+03	1.63673947057334e-03,-2.84245581591395e-03
5.92224350159548e+03	1.61975826138860e-03,-2.83253324234423e-03
5.96343596271891e+03	1.60289600100031e-03,-2.82254456741102e-03
6.00491494006763e+03	1.58615304721522e-03,-2.81249144258879e-03
6.04668242651961e+03	1.56952973002974e-03,-2.80237551483255e-03
6.08874042881435e+03	1.55302635191502e-03,-2.79219842607442e-03
6.13109096764934e+03	1.53664318811100e-03,-2.78196181273010e-03
6.17373607777712e+03	1.52038048692886e-03,-2.77166730521667e-03
6.21667780810307e+03	1.50423847006271e-03,-2.76131652748225e-03
6.25991822178383e+03	1.48821733290862e-03,-2.75091109654652e-03
6.30345939632641e+03	1.47231724489176e-03,-2.74045262205316e-03
6.34730342368805e+03	1.45653834980018e-03,-2.72994270583312e-03
6.39145241037670e+03	1.44088076612624e-03,-2.71938294148062e-03
6.43590847755221e+03	1.42534458741395e-03,-2.70877491393988e-03
6.48067376112829e+03	1.40992988261270e-03,-2.69812019910440e-03
6.52575041187508e+03	1.39463669643655e-03,-2.68742036342720e-03
6.57114059552253e+03	1.37946504972909e-03,-2.67667696354375e-03
6.61684649286442e+03	1.36441493983293e-03,-2.66589154590560e-03
6.66287029986317e+03	1.34948634096433e-03,-2.65506564642741e-03
6.70921422775529e+03	1.33467920459167e-03,-2.64420079014388e-03
6.75588050315769e+03	1.31999345981791e-03,-2.63329849087991e-03
6.80287136817462e+03	1.30542901376695e-03,-2.62236025093196e-03
6.85018908050538e+03	1.29098575197269e-03,-2.61138756076102e-03
6.89783591355282e+03	1.27666353877140e-03,-2.60038189869706e-03
6.94581415653257e+03	1.26246221769650e-03,-2.58934473065595e-03
6.99412611458300e+03	1.24838161187556e-03,-2.57827750986674e-03
7.04277410887598e+03	1.23442152442910e-03,-2.56718167661085e-03
7.09176047672844e+03	1.22058173887132e-03,-2.55605865797293e-03
7.14108757171458e+03	1.20686201951184e-03,-2.54490986760245e-03
7.19075776377905e+03	1.19326211185848e-03,-2.53373670548656e-03
7.24077343935076e+03	1.17978174302090e-03,-2.52254055773426e-03
7.29113700145753e+03	1.16642062211445e-03,-2.51132279637090e-03
7.34185086984156e+03	1.15317844066445e-03,-2.50008477914442e-03
7.39291748107571e+03	1.14005487301010e-03,-2.48882784934102e-03
7.44433928868052e+03	1.12704957670803e-03,-2.47755333561237e-03
7.49611876324214e+03	1.11416219293540e-03,-2.46626255181258e-03
7.54825839253098e+03	1.10139234689195e-03,-2.45495679684595e-03
7.60076068162127e+03	1.08873964820106e-03,-2.44363735452423e-03
7.65362815301143e+03	1.07620369130945e-03,-2.43230549343448e-03
7.70686334674522e+03	1.06378405588487e-03,-2.42096246681559e-03
7.76046882053379e+03	1.05148030721285e-03,-2.40960951244582e-03
7.81444714987862e+03	1.03929199659077e-03,-2.39824785253885e-03
7.86880092819519e+03	1.02721866172003e-03,-2.38687869364943e-03
7.92353276693761e+03	1.01525982709551e-03,-2.37550322658778e-03
7.97864529572409e+03	1.00341500439303e-03,-2.36412262634347e-03
8.03414116246331e+03	9.91683692853365e-04,-2.35273805201762e-03
8.09002303348157e+03	9.80065379664127e-04,-2.34135064676400e-03
8.14629359365096e+03	9.68559540337633e-04,-2.32996153773810e-03
8.20295554651832e+03	9.57165639086280e-04,-2.31857183605460e-03
8.26001161443517e+03	9.45883129194428e-04,-2.30718263675339e-03
8.31746453868845e+03	9.34711453386057e-04,-2.29579501877197e-03
8.37531707963229e+03	9.23650044189896e-04,-2.28441004492758e-03
8.43357201682056e+03	9.12698324299698e-04,-2.27302876190465e-03
8.49223214914050e+03	9.01855706931361e-04,-2.26165220025138e-03
8.55130029494712e+03	8.91121596175512e-04,-2.25028137438187e-03
8.61077929219866e+03	8.80495387346137e-04,-2.23891728258617e-03
8.67067199859291e+03	8.69976467325188e-04,-2.22756090704651e-03
8.73098129170451e+03	8.59564214902551e-04,-2.21621321386063e-03
8.79171006912324e+03	8.49258001111625e-04,-2.20487515307028e-03
8.85286124859319e+03	8.39057189560637e-04,-2.19354765869740e-03
8.91443776815296e+03	8.28961136759195e-04,-2.18223164878505e-03
8.97644258627685e+03	8.18969192440155e-04,-2.17092802544443e-03
9.03887868201697e+03	8.09080699877050e-04,-2.15963767490809e-03
9.10174905514635e+03	7.99294996196317e-04,-2.14836146758753e-03
9.16505672630311e+03	7.89611412685220e-04,-2.13710025813694e-03
9.22880473713558e+03	7.80029275094461e-04,-2.12585488552126e-03
9.29299615044841e+03	7.70547903936212e-04,-2.11462617308978e-03
9.35763405034975e+03	7.61166614776901e-04,-2.10341492865380e-03
9.42272154239941e+03	7.51884718525340e-04,-2.09222194456936e-03
9.48826175375810e+03	7.42701521715612e-04,-2.08104799782393e-03
9.55425783333761e+03	7.33616326785152e-04,-2.06989385012749e-03
9.62071295195219e+03	7.24628432347407e-04,-2.05876024800748e-03
9.68763030247082e+03	7.15737133459912e-04,-2.04764792290769e-03
9.75501309997064e+03	7.06941721887015e-04,-2.03655759129082e-03
9.82286458189143e+03	6.98241486357584e-04,-2.02548995474476e-03
9.89118800819115e+03	6.89635712817566e-04,-2.01444570009154e-03
9.95998666150254e+03	6.81123684677802e-04,-2.00342549950047e-03
1.00292638472909e+04	6.72704683056237e-04,-1.99243001060360e-03
1.00990228940127e+04	6.64377987015618e-04,-1.98145987661438e-03
1.01692671532760e+04	6.56142873795868e-04,-1.97051572644915e-03
1.02400000000008e+04	6.47998619041355e-04,-1.95959817485081e-03
1.03112248325816e+04	6.39944497023511e-04,-1.94870782251579e-03
1.03829450730507e+04	6.31979780858031e-04,-1.93784525622228e-03
1.04551641672424e+04	6.24103742717454e-04,-1.92701104896185e-03
1.05278855849589e+04	6.16315654038738e-04,-1.91620576007193e-03
1.06011128201365e+04	6.08614785725702e-04,-1.90542993537122e-03
1.06748493910139e+04	6.01000408347050e-04,-1.89468410729639e-03
1.07490988403010e+04	5.93471792329135e-04,-1.88396879504038e-03
1.08238647353493e+04	5.86028208144143e-04,-1.87328450469288e-03
1.08991506683232e+04	5.78668926493566e-04,-1.86263172938143e-03
1.09749602563725e+04	5.71393218486806e-04,-1.85201094941451e-03
1.10512971418062e+04	5.64200355815274e-04,-1.84142263242547e-03
1.11281649922677e+04	5.57089610921784e-04,-1.83086723351765e-03
1.12055675009108e+04	5.50060257165300e-04,-1.82034519541067e-03
1.12835083865773e+04	5.43111568981454e-04,-1.80985694858754e-03
1.13619913939756e+04	5.36242822038148e-04,-1.79940291144222e-03
1.14410202938604e+04	5.29453293387161e-04,-1.78898349042828e-03
1.15205988832143e+04	5.22742261611038e-04,-1.77859908020817e-03
1.16007309854299e+04	5.16109006965998e-04,-1.76825006380281e-03
1.16814204504935e+04	5.09552811520276e-04,-1.75793681274148e-03
1.17626711551705e+04	5.03072959288463e-04,-1.74765968721247e-03
1.18444870031910e+04	4.96668736361580e-04,-1.73741903621343e-03
1.19268719254379e+04	4.90339431033197e-04,-1.72721519770251e-03
1.20098298801354e+04	4.84084333921431e-04,-1.71704849874892e-03
1.20933648530393e+04	4.77902738086889e-04,-1.70691925568399e-03
1.21774808576288e+04	4.71793939146845e-04,-1.69682777425191e-03
1.22621819352988e+04	4.65757235385618e-04,-1.68677434976045e-03
1.23474721555543e+04	4.59791927860929e-04,-1.67675926723153e-03
1.24333556162062e+04	4.53897320506828e-04,-1.66678280155124e-03
1.25198364435677e+04	4.48072720232561e-04,-1.65684521761966e-03
1.26069187926529e+04	4.42317437018255e-04,-1.64694677050064e-03
1.26946068473762e+04	4.36630784006873e-04,-1.63708770557058e-03
1.27829048207535e+04	4.31012077592545e-04,-1.62726825866680e-03
1.28718169551045e+04	4.25460637505755e-04,-1.61748865623562e-03
1.29613475222567e+04	4.19975786895065e-04,-1.60774911547972e-03
1.30515008237502e+04	4.14556852405316e-04,-1.59804984450443e-03
1.31422811910451e+04	4.09203164253146e-04,-1.58839104246412e-03
1.32336929857289e+04	4.03914056298690e-04,-1.57877289970679e-03
1.33257405997264e+04	3.98688866114707e-04,-1.56919559791875e-03
1.34184284555107e+04	3.93526935052284e-04,-1.55965931026791e-03
1.35117610063155e+04	3.88427608303845e-04,-1.55016420154643e-03
1.36057427363493e+04	3.83390234963008e-04,-1.54071042831231e-03
1.37003781610108e+04	3.78414168081823e-04,-1.53129813902998e-03
1.37956718271057e+04	3.73498764724908e-04,-1.52192747421006e-03
1.38916283130652e+04	3.68643386021142e-04,-1.51259856654795e-03
1.39882522291661e+04	3.63847397212360e-04,-1.50331154106127e-03
1.40855482177521e+04	3.59110167699884e-04,-1.49406651522658e-03
1.41835209534570e+04	3.54431071088049e-04,-1.48486359911439e-03
1.42821751434293e+04	3.49809485225385e-04,-1.47570289552364e-03
1.43815155275582e+04	3.45244792243459e-04,-1.46658450011440e-03
1.44815468787016e+04	3.40736378593174e-04,-1.45750850153996e-03
1.45822740029152e+04	3.36283635078733e-04,-1.44847498157723e-03
1.46837017396832e+04	3.31885956889500e-04,-1.43948401525630e-03
1.47858349621515e+04	3.27542743629561e-04,-1.43053567098820e-03
1.48886785773611e+04	3.23253399344928e-04,-1.42163001069203e-03
1.49922375264844e+04	3.19017332548944e-04,-1.41276708992046e-03
1.50965167850621e+04	3.14833956245425e-04,-1.40394695798374e-03
1.52015213632427e+04	3.10702687949768e-04,-1.39516965807281e-03
1.53072563060230e+04	3.06622949708338e-04,-1.38643522738080e-03
1.54137266934905e+04	3.02594168115726e-04,-1.37774369722332e-03
1.55209376410677e+04	2.98615774330140e-04,-1.36909509315728e-03
1.56288942997574e+04	2.94687204087339e-04,-1.36048943509843e-03
1.57376018563905e+04	2.90807897712308e-04,-1.35192673743759e-03
1.58470655338753e+04	2.86977300129575e-04,-1.34340700915536e-03
1.59572905914483e+04	2.83194860871793e-04,-1.33493025393557e-03
1.60682823249267e+04	2.79460034086721e-04,-1.32649647027725e-03
1.61800460669632e+04	2.75772278542661e-04,-1.31810565160534e-03
1.62925871873020e+04	2.72131057632154e-04,-1.30975778637990e-03
1.64059110930368e+04	2.68535839374611e-04,-1.30145285820395e-03
1.65200232288705e+04	2.64986096417120e-04,-1.29319084592981e-03
1.66349290773770e+04	2.61481306034284e-04,-1.28497172376463e-03
1.67506341592647e+04	2.58020950126194e-04,-1.27679546137337e-03
1.68671440336412e+04	2.54604515215496e-04,-1.26866202398165e-03
1.69844642982811e+04	2.51231492443224e-04,-1.26057137247626e-03
1.71026005898944e+04	2.47901377563027e-04,-1.25252346350491e-03
1.72215585843975e+04	2.44613670934686e-04,-1.24451824957424e-03
1.73413439971859e+04	2.41367877516139e-04,-1.23655567914650e-03
1.74619625834092e+04	2.38163506854608e-04,-1.22863569673497e-03
1.75834201382466e+04	2.35000073076457e-04,-1.22075824299800e-03
1.77057224971865e+04	2.31877094876410e-04,-1.21292325483137e-03
1.78288755363061e+04	2.28794095505215e-04,-1.20513066545988e-03
1.79528851725538e+04	2.25750602756851e-04,-1.19738040452696e-03
1.80777573640341e+04	2.22746148954523e-04,-1.18967239818337e-03
1.82034981102928e+04	2.19780270935876e-04,-1.18200656917436e-03
1.83301134526064e+04	2.16852510037331e-04,-1.17438283692557e-03
1.84576094742713e+04	2.13962412077579e-04,-1.16680111762747e-03
1.85859923008970e+04	2.11109527340316e-04,-1.15926132431876e-03
1.87152681006996e+04	2.08293410556197e-04,-1.15176336696811e-03
1.88454430847990e+04	2.05513620884019e-04,-1.14430715255493e-03
1.89765235075163e+04	2.02769721891224e-04,-1.13689258514859e-03
1.91085156666754e+04	2.00061281533829e-04,-1.12951956598660e-03
1.92414259039045e+04	1.97387872135540e-04,-1.12218799355125e-03
1.93752606049418e+04	1.94749070366258e-04,-1.11489776364530e-03
1.95100261999414e+04	1.92144457220260e-04,-1.10764876946596e-03
1.96457291637830e+04	1.89573617993448e-04,-1.10044090167835e-03
1.97823760163825e+04	1.87036142260229e-04,-1.09327404848702e-03
1.99199733230052e+04	1.84531623849945e-04,-1.08614809570656e-03
2.00585276945819e+04	1.82059660822686e-04,-1.07906292683114e-03
2.01980457880256e+04	1.79619855444676e-04,-1.07201842310264e-03
2.03385343065522e+04	1.77211814163290e-04,-1.06501446357765e-03
2.04800000000017e+04	1.74835147581529e-04,-1.05805092519330e-03
2.06224496651633e+04	1.72489470432087e-04,-1.05112768283201e-03
2.07658901461015e+04	1.70174401551276e-04,-1.04424460938513e-03
2.09103283344850e+04	1.67889563852227e-04,-1.03740157581519e-03
2.10557711699180e+04	1.65634584298072e-04,-1.03059845121733e-03
2.12022256402732e+04	1.63409093874573e-04,-1.02383510287942e-03
2.13496987820279e+04	1.61212727562689e-04,-1.01711139634122e-03
2.14981976806022e+04	1.59045124310536e-04,-1.01042719545246e-03
2.16477294706989e+04	1.56905927005545e-04,-1.00378236242963e-03
2.17983013366466e+04	1.54794782445797e-04,-9.97176757912022e-04
2.19499205127451e+04	1.52711341311686e-04,-9.90610241016502e-04
2.21025942836125e+04	1.50655258137034e-04,-9.84082669391513e-04
2.22563299845355e+04	1.48626191280125e-04,-9.77593899269559e-04
2.24111350018218e+04	1.46623802894404e-04,-9.71143785519333e-04
2.25670167731549e+04	1.44647758899479e-04,-9.64732181696354e-04
2.27239827879514e+04	1.42697728951163e-04,-9.58358940092881e-04
2.28820405877210e+04	1.40773386412332e-04,-9.52023911786676e-04
2.30411977664287e+04	1.38874408322862e-04,-9.45726946689124e-04
2.32014619708599e+04	1.37000475370002e-04,-9.39467893592001e-04
2.33628409009873e+04	1.35151271858221e-04,-9.33246600213550e-04
2.35253423103412e+04	1.33326485679330e-04,-9.27062913243816e-04
2.36889740063823e+04	1.31525808282478e-04,-9.20916678388594e-04
2.38537438508760e+04	1.29748934643811e-04,-9.14807740413030e-04
2.40196597602709e+04	1.27995563236321e-04,-9.08735943183895e-04
2.41867297060788e+04	1.26265395999819e-04,-9.02701129711257e-04
2.43549617152578e+04	1.24558138310481e-04,-8.96703142189287e-04
2.45243638705977e+04	1.22873498950528e-04,-8.90741822036151e-04
2.46949443111088e+04	1.21211190078232e-04,-8.84817009932986e-04
2.48667112324127e+04	1.19570927197467e-04,-8.78928545862290e-04
2.50396728871357e+04	1.17952429127460e-04,-8.73076269145317e-04
2.52138375853060e+04	1.16355417972693e-04,-8.67260018478904e-04
2.53892136947526e+04	1.14779619092491e-04,-8.61479631971145e-04
2.55658096415072e+04	1.13224761071237e-04,-8.55734947176674e-04
2.57436339102092e+04	1.11690575687960e-04,-8.50025801131011e-04
2.59226950445135e+04	1.10176797886420e-04,-8.44352030384183e-04
2.61030016475007e+04	1.08683165745171e-04,-8.38713471033680e-04
2.62845623820905e+04	1.07209420447683e-04,-8.33109958756534e-04
2.64673859714581e+04	1.05755306252364e-04,-8.27541328840919e-04
2.66514811994531e+04	1.04320570463080e-04,-8.22007416216833e-04
2.68368569110216e+04	1.02904963399348e-04,-8.16508055486291e-04
2.70235220126312e+04	1.01508238366793e-04,-8.11043080952657e-04
2.72114854726989e+04	1.00130151627909e-04,-8.05612326649439e-04
2.74007563220219e+04	9.87704623724523e-05,-8.00215626368415e-04
2.75913436542117e+04	9.74289326886149e-05,-7.94852813687016e-04
2.77832566261307e+04	9.61053275335436e-05,-7.89523721995277e-04
2.79765044583324e+04	9.47994147046733e-05,-7.84228184521994e-04
2.81710964355044e+04	9.35109648107620e-05,-7.78966034360291e-04
2.83670419069142e+04	9.22397512433393e-05,-7.73737104492678e-04
2.85643502868587e+04	9.09855501480550e-05,-7.68541227815424e-04
2.87630310551166e+04	8.97481403963620e-05,-7.63378237162457e-04
2.89630937574035e+04	8.85273035571063e-05,-7.58247965328558e-04
2.91645480058305e+04	8.73228238687317e-05,-7.53150245092099e-04
2.93674034793667e+04	8.61344882110535e-05,-7.48084909237224e-04
2.95716699243033e+04	8.49620860776147e-05,-7.43051790575415e-04
2.97773571547225e+04	8.38054095481184e-05,-7.38050721966680e-04
2.99844750529690e+04	8.26642532608637e-05,-7.33081536339969e-04
3.01930335701244e+04	8.15384143855847e-05,-7.28144066713362e-04
3.04030427264855e+04	8.04276925962246e-05,-7.23238146213568e-04
3.06145126120462e+04	7.93318900441105e-05,-7.18363608095020e-04
3.08274533869813e+04	7.82508113312097e-05,-7.13520285758390e-04
3.10418752821356e+04	7.71842634833883e-05,-7.08708012768759e-04
3.12577885995150e+04	7.61320559242800e-05,-7.03926622873254e-04
3.14752037127812e+04	7.50940004489228e-05,-6.99175950018123e-04
3.16941310677509e+04	7.40699111976861e-05,-6.94455828365536e-04
3.19145811828968e+04	7.30596046305919e-05,-6.89766092309982e-04
3.21365646498537e+04	7.20628995015827e-05,-6.85106576493879e-04
3.23600921339267e+04	7.10796168330449e-05,-6.80477115823201e-04
3.25851743746043e+04	7.01095798906520e-05,-6.75877545482441e-04
3.28118221860738e+04	6.91526141581950e-05,-6.71307700949108e-04
3.30400464577412e+04	6.82085473127332e-05,-6.66767418008134e-04
3.32698581547543e+04	6.72772091999896e-05,-6.62256532765484e-04
3.35012683185296e+04	6.63584318097927e-05,-6.57774881661693e-04
3.37342880672828e+04	6.54520492518227e-05,-6.53322301484866e-04
3.39689285965625e+04	6.45578977315297e-05,-6.48898629383364e-04
3.42052011797890e+04	6.36758155262488e-05,-6.44503702878085e-04
3.44431171687952e+04	6.28056429615245e-05,-6.40137359874498e-04
3.46826879943722e+04	6.19472223875869e-05,-6.35799438674116e-04
3.49239251668186e+04	6.11003981561967e-05,-6.31489777985880e-04
3.51668402764935e+04	6.02650165973823e-05,-6.27208216936994e-04
3.54114449943733e+04	5.94409259966794e-05,-6.22954595083552e-04
3.56577510726124e+04	5.86279765724260e-05,-6.18728752420834e-04
3.59057703451080e+04	5.78260204532787e-05,-6.14530529393188e-04
3.61555147280684e+04	5.70349116559723e-05,-6.10359766903751e-04
3.64069962205859e+04	5.62545060631298e-05,-6.06216306323713e-04
3.66602269052130e+04	5.54846614015932e-05,-6.02099989501475e-04
3.69152189485429e+04	5.47252372205724e-05,-5.98010658771236e-04
3.71719846017942e+04	5.39760948701935e-05,-5.93948156961623e-04
3.74305362013996e+04	5.32370974803747e-05,-5.89912327403708e-04
3.76908861695982e+04	5.25081099396132e-05,-5.85903013939091e-04
3.79530470150330e+04	5.17889988741074e-05,-5.81920060927427e-04
3.82170313333510e+04	5.10796326272740e-05,-5.77963313253822e-04
3.84828518078094e+04	5.03798812389946e-05,-5.74032616336001e-04
3.87505212098839e+04	4.96896164256513e-05,-5.70127816131113e-04
3.90200523998832e+04	4.90087115597767e-05,-5.66248759142439e-04
3.92914583275663e+04	4.83370416503492e-05,-5.62395292425658e-04
3.95647520327652e+04	4.76744833230992e-05,-5.58567263595125e-04
3.98399466460108e+04	4.70209148009651e-05,-5.54764520829673e-04
4.01170553891641e+04	4.63762158848145e-05,-5.50986912878388e-04
4.03960915760516e+04	4.57402679344190e-05,-5.47234289066001e-04
4.06770686131046e+04	4.51129538494830e-05,-5.43506499298185e-04
4.09600000000037e+04	4.44941580509619e-05,-5.39803394066591e-04
4.12448993303269e+04	4.38837664625205e-05,-5.36124824453656e-04
4.15317802922033e+04	4.32816664922851e-05,-5.32470642137278e-04
4.18206566689704e+04	4.26877470146301e-05,-5.28840699395180e-04
4.21115423398363e+04	4.21018983522590e-05,-5.25234849109172e-04
4.24044512805467e+04	4.15240122584508e-05,-5.21652944769255e-04
4.26993975640562e+04	4.09539818994808e-05,-5.18094840477375e-04
4.29963953612047e+04	4.03917018372422e-05,-5.14560390951203e-04
4.32954589413981e+04	3.98370680120163e-05,-5.11049451527551e-04
4.35966026732936e+04	3.92899777255532e-05,-5.07561878165787e-04
4.38998410254906e+04	3.87503296240929e-05,-5.04097527450919e-04
4.42051885672254e+04	3.82180236818070e-05,-5.00656256596625e-04
4.45126599690714e+04	3.76929611843019e-05,-4.97237923448095e-04
4.48222700036440e+04	3.71750447123222e-05,-4.93842386484678e-04
4.51340335463101e+04	3.66641781256337e-05,-4.90469504822412e-04
4.54479655759031e+04	3.61602665471063e-05,-4.87119138216409e-04
4.57640811754423e+04	3.56632163468790e-05,-4.83791147063039e-04
4.60823955328578e+04	3.51729351268591e-05,-4.80485392402053e-04
4.64029239417202e+04	3.46893317051723e-05,-4.77201735918506e-04
4.67256818019749e+04	3.42123161011274e-05,-4.73940039944516e-04
4.70506846206829e+04	3.37417995199497e-05,-4.70700167461011e-04
4.73779480127649e+04	3.32776943379079e-05,-4.67481982099141e-04
4.77074877017523e+04	3.28199140876463e-05,-4.64285348141840e-04
4.80393195205422e+04	3.23683734435179e-05,-4.61110130525002e-04
4.83734594121580e+04	3.19229882072188e-05,-4.57956194838675e-04
4.87099234305159e+04	3.14836752936605e-05,-4.54823407328059e-04
4.90487277411958e+04	3.10503527165233e-05,-4.51711634894533e-04
4.93898886222181e+04	3.06229395748171e-05,-4.48620745096376e-04
4.97334224648257e+04	3.02013560387517e-05,-4.45550606149514e-04
5.00793457742717e+04	2.97855233362335e-05,-4.42501086928097e-04
5.04276751706124e+04	2.93753637395153e-05,-4.39472056965012e-04
5.07784273895056e+04	2.89708005517833e-05,-4.36463386452273e-04
