Freq.	V(out)
1.71483754005812e+02	6.55557024716776e-03,-3.35018376354407e-04
1.72676517840714e+02	6.55533622379010e-03,-3.37293690817158e-04
1.73877578004175e+02	6.55509895178347e-03,-3.39584878544753e-04
1.75086992201724e+02	6.55485838626024e-03,-3.41892042675553e-04
1.76304818540263e+02	6.55461448171978e-03,-3.44215286970932e-04
1.77531115530861e+02	6.55436719203991e-03,-3.46554715817235e-04
1.78765942091561e+02	6.55411647046966e-03,-3.48910434227805e-04
1.80009357550215e+02	6.55386226961931e-03,-3.51282547844824e-04
1.81261421647333e+02	6.55360454145298e-03,-3.53671162941264e-04
1.82522194538953e+02	6.55334323727999e-03,-3.56076386422755e-04
1.83791736799531e+02	6.55307830774573e-03,-3.58498325829373e-04
1.85070109424852e+02	6.55280970282279e-03,-3.60937089337444e-04
1.86357373834959e+02	6.55253737180274e-03,-3.63392785761313e-04
1.87653591877106e+02	6.55226126328605e-03,-3.65865524555012e-04
1.88958825828731e+02	6.55198132517358e-03,-3.68355415813950e-04
1.90273138400441e+02	6.55169750465744e-03,-3.70862570276559e-04
1.91596592739035e+02	6.55140974821080e-03,-3.73387099325822e-04
1.92929252430528e+02	6.55111800157947e-03,-3.75929114990880e-04
1.94271181503214e+02	6.55082220977108e-03,-3.78488729948436e-04
1.95622444430737e+02	6.55052231704643e-03,-3.81066057524286e-04
1.96983106135193e+02	6.55021826690889e-03,-3.83661211694647e-04
1.98353231990244e+02	6.54991000209428e-03,-3.86274307087497e-04
1.99732887824264e+02	6.54959746456184e-03,-3.88905458983928e-04
2.01122139923499e+02	6.54928059548248e-03,-3.91554783319287e-04
2.02521055035251e+02	6.54895933522970e-03,-3.94222396684434e-04
2.03929700371089e+02	6.54863362336823e-03,-3.96908416326800e-04
2.05348143610071e+02	6.54830339864384e-03,-3.99612960151487e-04
2.06776452902005e+02	6.54796859897260e-03,-4.02336146722254e-04
2.08214696870716e+02	6.54762916142960e-03,-4.05078095262437e-04
2.09662944617345e+02	6.54728502223815e-03,-4.07838925655830e-04
2.11121265723670e+02	6.54693611675910e-03,-4.10618758447515e-04
2.12589730255449e+02	6.54658237947867e-03,-4.13417714844544e-04
2.14068408765785e+02	6.54622374399744e-03,-4.16235916716636e-04
2.15557372298518e+02	6.54586014301933e-03,-4.19073486596792e-04
2.17056692391635e+02	6.54549150833853e-03,-4.21930547681738e-04
2.18566441080711e+02	6.54511777082894e-03,-4.24807223832432e-04
2.20086690902366e+02	6.54473886043207e-03,-4.27703639574430e-04
2.21617514897755e+02	6.54435470614398e-03,-4.30619920098113e-04
2.23158986616072e+02	6.54396523600368e-03,-4.33556191258905e-04
2.24711180118087e+02	6.54357037708107e-03,-4.36512579577435e-04
2.26274169979703e+02	6.54317005546322e-03,-4.39489212239466e-04
2.27848031295539e+02	6.54276419624273e-03,-4.42486217095919e-04
2.29432839682540e+02	6.54235272350450e-03,-4.45503722662671e-04
2.31028671283607e+02	6.54193556031242e-03,-4.48541858120300e-04
2.32635602771258e+02	6.54151262869684e-03,-4.51600753313768e-04
2.34253711351308e+02	6.54108384964051e-03,-4.54680538751932e-04
2.35883074766584e+02	6.54064914306541e-03,-4.57781345606994e-04
2.37523771300656e+02	6.54020842781936e-03,-4.60903305713884e-04
2.39175879781598e+02	6.53976162166151e-03,-4.64046551569433e-04
2.40839479585779e+02	6.53930864124972e-03,-4.67211216331584e-04
2.42514650641672e+02	6.53884940212460e-03,-4.70397433818291e-04
2.44201473433698e+02	6.53838381869702e-03,-4.73605338506534e-04
2.45900029006090e+02	6.53791180423210e-03,-4.76835065530968e-04
2.47610398966791e+02	6.53743327083605e-03,-4.80086750682713e-04
2.49332665491369e+02	6.53694812944002e-03,-4.83360530407749e-04
2.51066911326969e+02	6.53645628978611e-03,-4.86656541805407e-04
2.52813219796289e+02	6.53595766041214e-03,-4.89974922626629e-04
2.54571674801583e+02	6.53545214863561e-03,-4.93315811272042e-04
2.56342360828688e+02	6.53493966053949e-03,-4.96679346790046e-04
2.58125362951089e+02	6.53442010095543e-03,-5.00065668874590e-04
2.59920766834004e+02	6.53389337344832e-03,-5.03474917862905e-04
2.61728658738499e+02	6.53335938030084e-03,-5.06907234733115e-04
2.63549125525633e+02	6.53281802249676e-03,-5.10362761101596e-04
2.65382254660631e+02	6.53226919970446e-03,-5.13841639220242e-04
2.67228134217088e+02	6.53171281026082e-03,-5.17344011973568e-04
2.69086852881198e+02	6.53114875115438e-03,-5.20870022875661e-04
2.70958499956018e+02	6.53057691800845e-03,-5.24419816066936e-04
2.72843165365756e+02	6.52999720506406e-03,-5.27993536310732e-04
2.74740939660091e+02	6.52940950516278e-03,-5.31591328989755e-04
2.76651914018527e+02	6.52881370972901e-03,-5.35213340102297e-04
2.78576180254770e+02	6.52820970875272e-03,-5.38859716258328e-04
2.80513830821141e+02	6.52759739077171e-03,-5.42530604675393e-04
2.82464958813020e+02	6.52697664285287e-03,-5.46226153174221e-04
2.84429657973313e+02	6.52634735057502e-03,-5.49946510174320e-04
2.86408022696961e+02	6.52570939801018e-03,-5.53691824689229e-04
2.88400148035476e+02	6.52506266770445e-03,-5.57462246321582e-04
2.90406129701502e+02	6.52440704065983e-03,-5.61257925258011e-04
2.92426064073419e+02	6.52374239631534e-03,-5.65079012263852e-04
2.94460048199971e+02	6.52306861252752e-03,-5.68925658677546e-04
2.96508179804929e+02	6.52238556555165e-03,-5.72798016404934e-04
2.98570557291789e+02	6.52169313002121e-03,-5.76696237913149e-04
3.00647279748495e+02	6.52099117892933e-03,-5.80620476224517e-04
3.02738446952202e+02	6.52027958360800e-03,-5.84570884910005e-04
3.04844159374071e+02	6.51955821370857e-03,-5.88547618082556e-04
3.06964518184096e+02	6.51882693718083e-03,-5.92550830390092e-04
3.09099625255962e+02	6.51808562025299e-03,-5.96580677008351e-04
3.11249583171943e+02	6.51733412741090e-03,-6.00637313633406e-04
3.13414495227828e+02	6.51657232137676e-03,-6.04720896473909e-04
3.15594465437887e+02	6.51580006308845e-03,-6.08831582243116e-04
3.17789598539863e+02	6.51501721167777e-03,-6.12969528150591e-04
3.20000000000012e+02	6.51422362444975e-03,-6.17134891893714e-04
3.22225776018162e+02	6.51341915685965e-03,-6.21327831648711e-04
3.24467033532821e+02	6.51260366249247e-03,-6.25548506061675e-04
3.26723880226314e+02	6.51177699303944e-03,-6.29797074238970e-04
3.28996424529954e+02	6.51093899827689e-03,-6.34073695737633e-04
3.31284775629253e+02	6.51008952604298e-03,-6.38378530555228e-04
3.33589043469171e+02	6.50922842221526e-03,-6.42711739119522e-04
3.35909338759394e+02	6.50835553068755e-03,-6.47073482277754e-04
3.38245772979655e+02	6.50747069334739e-03,-6.51463921285690e-04
3.40598458385088e+02	6.50657375005186e-03,-6.55883217796150e-04
3.42967508011627e+02	6.50566453860459e-03,-6.60331533847379e-04
3.45353035681430e+02	6.50474289473178e-03,-6.64809031850959e-04
3.47755156008352e+02	6.50380865205861e-03,-6.69315874579407e-04
3.50173984403450e+02	6.50286164208506e-03,-6.73852225153411e-04
3.52609637080529e+02	6.50190169416098e-03,-6.78418247028615e-04
3.55062231061724e+02	6.50092863546236e-03,-6.83014103982152e-04
3.57531884183124e+02	6.49994229096601e-03,-6.87639960098656e-04
3.60018715100433e+02	6.49894248342488e-03,-6.92295979755994e-04
3.62522843294669e+02	6.49792903334323e-03,-6.96982327610559e-04
3.65044389077910e+02	6.49690175895117e-03,-7.01699168582116e-04
3.67583473599065e+02	6.49586047617853e-03,-7.06446667838209e-04
3.70140218849706e+02	6.49480499863022e-03,-7.11224990778273e-04
3.72714747669920e+02	6.49373513755929e-03,-7.16034303017126e-04
3.75307183754216e+02	6.49265070184190e-03,-7.20874770368216e-04
3.77917651657464e+02	6.49155149795053e-03,-7.25746558826265e-04
3.80546276800886e+02	6.49043732992728e-03,-7.30649834549486e-04
3.83193185478072e+02	6.48930799935777e-03,-7.35584763841367e-04
3.85858504861058e+02	6.48816330534439e-03,-7.40551513132015e-04
3.88542363006430e+02	6.48700304447871e-03,-7.45550248958867e-04
3.91244888861477e+02	6.48582701081481e-03,-7.50581137947045e-04
3.93966212270389e+02	6.48463499584190e-03,-7.55644346789161e-04
3.96706463980491e+02	6.48342678845720e-03,-7.60740042224655e-04
3.99465775648532e+02	6.48220217493720e-03,-7.65868391018440e-04
4.02244279847001e+02	6.48096093891115e-03,-7.71029559939276e-04
4.05042110070506e+02	6.47970286133201e-03,-7.76223715737347e-04
4.07859400742180e+02	6.47842772044928e-03,-7.81451025121518e-04
4.10696287220146e+02	6.47713529177993e-03,-7.86711654735822e-04
4.13552905804014e+02	6.47582534808005e-03,-7.92005771135484e-04
4.16429393741435e+02	6.47449765931746e-03,-7.97333540762489e-04
4.19325889234693e+02	6.47315199264076e-03,-8.02695129920151e-04
4.22242531447343e+02	6.47178811235274e-03,-8.08090704747629e-04
4.25179460510901e+02	6.47040577987994e-03,-8.13520431193373e-04
4.28136817531573e+02	6.46900475374411e-03,-8.18984474988187e-04
4.31114744597038e+02	6.46758478953320e-03,-8.24483001617631e-04
4.34113384783272e+02	6.46614563987132e-03,-8.30016176293675e-04
4.37132882161424e+02	6.46468705438988e-03,-8.35584163925821e-04
4.40173381804736e+02	6.46320877969781e-03,-8.41187129091489e-04
4.43235029795514e+02	6.46171055935209e-03,-8.46825236005782e-04
4.46317973232148e+02	6.46019213382744e-03,-8.52498648490432e-04
4.49422360236177e+02	6.45865324048736e-03,-8.58207529942269e-04
4.52548339959409e+02	6.45709361355350e-03,-8.63952043300773e-04
4.55696062591081e+02	6.45551298407630e-03,-8.69732351015026e-04
4.58865679365083e+02	6.45391107990361e-03,-8.75548615009745e-04
4.62057342567218e+02	6.45228762565274e-03,-8.81400996650991e-04
4.65271205542518e+02	6.45064234267845e-03,-8.87289656710586e-04
4.68507422702619e+02	6.44897494904347e-03,-8.93214755330120e-04
4.71766149533172e+02	6.44728515948876e-03,-8.99176451984142e-04
4.75047542601315e+02	6.44557268540184e-03,-9.05174905442299e-04
4.78351759563200e+02	6.44383723478829e-03,-9.11210273731077e-04
4.81678959171561e+02	6.44207851223982e-03,-9.17282714094325e-04
4.85029301283347e+02	6.44029621890569e-03,-9.23392382953337e-04
4.88402946867399e+02	6.43849005246108e-03,-9.29539435865697e-04
4.91800058012184e+02	6.43665970707732e-03,-9.35724027483523e-04
4.95220797933585e+02	6.43480487339205e-03,-9.41946311510853e-04
4.98665330982741e+02	6.43292523847852e-03,-9.48206440659978e-04
5.02133822653941e+02	6.43102048581602e-03,-9.54504566607058e-04
5.05626439592583e+02	6.42909029525941e-03,-9.60840839946710e-04
5.09143349603169e+02	6.42713434301012e-03,-9.67215410145853e-04
5.12684721657380e+02	6.42515230158473e-03,-9.73628425496258e-04
5.16250725902183e+02	6.42314383978693e-03,-9.80080033066662e-04
5.19841533668013e+02	6.42110862267682e-03,-9.86570378653485e-04
5.23457317477002e+02	6.41904631154204e-03,-9.93099606730836e-04
5.27098251051269e+02	6.41695656386800e-03,-9.99667860399399e-04
5.30764509321265e+02	6.41483903330968e-03,-1.00627528133451e-03
5.34456268434179e+02	6.41269336966140e-03,-1.01292200973290e-03
5.38173705762400e+02	6.41051921882871e-03,-1.01960818425874e-03
5.41916999912040e+02	6.40831622280038e-03,-1.02633394198856e-03
5.45686330731516e+02	6.40608401961898e-03,-1.03309941835498e-03
5.49481879320186e+02	6.40382224335423e-03,-1.03990474708968e-03
5.53303828037057e+02	6.40153052407344e-03,-1.04675006016482e-03
5.57152360509543e+02	6.39920848781552e-03,-1.05363548773393e-03
5.61027661642286e+02	6.39685575656348e-03,-1.06056115807141e-03
5.64929917626043e+02	6.39447194821677e-03,-1.06752719751079e-03
5.68859315946629e+02	6.39205667656579e-03,-1.07453373038221e-03
5.72816045393927e+02	6.38960955126476e-03,-1.08158087894846e-03
5.76800296070956e+02	6.38713017780682e-03,-1.08866876334010e-03
5.80812259403008e+02	6.38461815749834e-03,-1.09579750148933e-03
5.84852128146842e+02	6.38207308743323e-03,-1.10296720906250e-03
5.88920096399945e+02	6.37949456046988e-03,-1.11017799939189e-03
5.93016359609863e+02	6.37688216520592e-03,-1.11742998340583e-03
5.97141114583583e+02	6.37423548595517e-03,-1.12472326955786e-03
6.01294559496994e+02	6.37155410272431e-03,-1.13205796375461e-03
6.05476893904408e+02	6.36883759119139e-03,-1.13943416928256e-03
6.09688318748146e+02	6.36608552268256e-03,-1.14685198673331e-03
6.13929036368196e+02	6.36329746415185e-03,-1.15431151392790e-03
6.18199250511928e+02	6.36047297815986e-03,-1.16181284583958e-03
6.22499166343890e+02	6.35761162285419e-03,-1.16935607451556e-03
6.26828990455661e+02	6.35471295195012e-03,-1.17694128899738e-03
6.31188930875777e+02	6.35177651471121e-03,-1.18456857523981e-03
6.35579197079731e+02	6.34880185593244e-03,-1.19223801602884e-03
6.40000000000028e+02	6.34578851592276e-03,-1.19994969089800e-03
6.44451552036329e+02	6.34273603048854e-03,-1.20770367604355e-03
6.48934067065647e+02	6.33964393091812e-03,-1.21550004423823e-03
6.53447760452633e+02	6.33651174396766e-03,-1.22333886474383e-03
6.57992849059912e+02	6.33333899184683e-03,-1.23122020322224e-03
6.62569551258511e+02	6.33012519220638e-03,-1.23914412164526e-03
6.67178086938347e+02	6.32686985812628e-03,-1.24711067820306e-03
6.71818677518793e+02	6.32357249810511e-03,-1.25511992721126e-03
6.76491545959314e+02	6.32023261604973e-03,-1.26317191901649e-03
6.81196916770181e+02	6.31684971126683e-03,-1.27126669990082e-03
6.85935016023258e+02	6.31342327845602e-03,-1.27940431198480e-03
6.90706071362864e+02	6.30995280770220e-03,-1.28758479312877e-03
6.95510312016709e+02	6.30643778447145e-03,-1.29580817683328e-03
7.00347968806905e+02	6.30287768960575e-03,-1.30407449213763e-03
7.05219274161063e+02	6.29927199932166e-03,-1.31238376351754e-03
7.10124462123453e+02	6.29562018520776e-03,-1.32073601078092e-03
7.15063768366253e+02	6.29192171422527e-03,-1.32913124896260e-03
7.20037430200871e+02	6.28817604870890e-03,-1.33756948821749e-03
7.25045686589344e+02	6.28438264636955e-03,-1.34605073371236e-03
7.30088778155824e+02	6.28054096029904e-03,-1.35457498551636e-03
7.35166947198136e+02	6.27665043897575e-03,-1.36314223849007e-03
7.40280437699418e+02	6.27271052627100e-03,-1.37175248217290e-03
7.45429495339846e+02	6.26872066145968e-03,-1.38040570066976e-03
7.50614367508437e+02	6.26468027922943e-03,-1.38910187253560e-03
7.55835303314934e+02	6.26058880969327e-03,-1.39784097065900e-03
7.61092553601776e+02	6.25644567840460e-03,-1.40662296214453e-03
7.66386370956150e+02	6.25225030637155e-03,-1.41544780819319e-03
7.71717009722122e+02	6.24800211007601e-03,-1.42431546398214e-03
7.77084726012866e+02	6.24370050149331e-03,-1.43322587854281e-03
7.82489777722960e+02	6.23934488811287e-03,-1.44217899463743e-03
7.87932424540783e+02	6.23493467296239e-03,-1.45117474863464e-03
7.93412927960988e+02	6.23046925463382e-03,-1.46021307038368e-03
7.98931551297069e+02	6.22594802731150e-03,-1.46929388308735e-03
8.04488559694007e+02	6.22137038080062e-03,-1.47841710317323e-03
8.10084220141017e+02	6.21673570056151e-03,-1.48758264016456e-03
8.15718801484366e+02	6.21204336774284e-03,-1.49679039654894e-03
8.21392574440297e+02	6.20729275921897e-03,-1.50604026764643e-03
8.27105811608034e+02	6.20248324762966e-03,-1.51533214147632e-03
8.32858787482876e+02	6.19761420142071e-03,-1.52466589862240e-03
8.38651778469392e+02	6.19268498488940e-03,-1.53404141209764e-03
8.44485062894692e+02	6.18769495823067e-03,-1.54345854720735e-03
8.50358921021807e+02	6.18264347758695e-03,-1.55291716141138e-03
8.56273635063152e+02	6.17752989510007e-03,-1.56241710418525e-03
8.62229489194082e+02	6.17235355896650e-03,-1.57195821688028e-03
8.68226769566551e+02	6.16711381349475e-03,-1.58154033258264e-03
8.74265764322854e+02	6.16180999916602e-03,-1.59116327597152e-03
8.80346763609478e+02	6.15644145269823e-03,-1.60082686317638e-03
8.86470059591034e+02	6.15100750711235e-03,-1.61053090163333e-03
8.92635946464302e+02	6.14550749180134e-03,-1.62027518994040e-03
8.98844720472361e+02	6.13994073260406e-03,-1.63005951771255e-03
9.05096679918824e+02	6.13430655188041e-03,-1.63988366543537e-03
9.11392125182169e+02	6.12860426859024e-03,-1.64974740431823e-03
9.17731358730173e+02	6.12283319837682e-03,-1.65965049614715e-03
9.24114685134442e+02	6.11699265365152e-03,-1.66959269313638e-03
9.30542411085043e+02	6.11108194368450e-03,-1.67957373778019e-03
9.37014845405245e+02	6.10510037469567e-03,-1.68959336270328e-03
9.43532299066350e+02	6.09904724995250e-03,-1.69965129051158e-03
9.50095085202637e+02	6.09292186986907e-03,-1.70974723364208e-03
9.56703519126407e+02	6.08672353211060e-03,-1.71988089421283e-03
9.63357918343130e+02	6.08045153169936e-03,-1.73005196387194e-03
9.70058602566702e+02	6.07410516112751e-03,-1.74026012364739e-03
9.76805893734805e+02	6.06768371047078e-03,-1.75050504379575e-03
9.83600116024376e+02	6.06118646750803e-03,-1.76078638365150e-03
9.90441595867178e+02	6.05461271784446e-03,-1.77110379147619e-03
9.97330661965489e+02	6.04796174503747e-03,-1.78145690430738e-03
1.00426764530789e+03	6.04123283072905e-03,-1.79184534780840e-03
1.01125287918517e+03	6.03442525478027e-03,-1.80226873611783e-03
1.01828669920635e+03	6.02753829541054e-03,-1.81272667169943e-03
1.02536944331477e+03	6.02057122934215e-03,-1.82321874519285e-03
1.03250145180437e+03	6.01352333194764e-03,-1.83374453526446e-03
1.03968306733603e+03	6.00639387740231e-03,-1.84430360845888e-03
1.04691463495401e+03	5.99918213884110e-03,-1.85489551905139e-03
1.05419650210255e+03	5.99188738852014e-03,-1.86551980890111e-03
1.06152901864254e+03	5.98450889798275e-03,-1.87617600730505e-03
1.06891253686837e+03	5.97704593822907e-03,-1.88686363085300e-03
1.07634741152481e+03	5.96949777989212e-03,-1.89758218328396e-03
1.08383399982409e+03	5.96186369341735e-03,-1.90833115534361e-03
1.09137266146304e+03	5.95414294924660e-03,-1.91911002464288e-03
1.09896375864038e+03	5.94633481800771e-03,-1.92991825551837e-03
1.10660765607412e+03	5.93843857070859e-03,-1.94075529889423e-03
1.11430472101910e+03	5.93045347893629e-03,-1.95162059214578e-03
1.12205532328458e+03	5.92237881506014e-03,-1.96251355896475e-03
1.12985983525210e+03	5.91421385244105e-03,-1.97343360922686e-03
1.13771863189327e+03	5.90595786564492e-03,-1.98438013886120e-03
1.14563209078786e+03	5.89761013066061e-03,-1.99535252972188e-03
1.15360059214192e+03	5.88916992512495e-03,-2.00635014946241e-03
1.16162451880602e+03	5.88063652854902e-03,-2.01737235141168e-03
1.16970425629369e+03	5.87200922255405e-03,-2.02841847445390e-03
1.17784019279990e+03	5.86328729110865e-03,-2.03948784291016e-03
1.18603271921974e+03	5.85447002077273e-03,-2.05057976642352e-03
1.19428222916717e+03	5.84555670094666e-03,-2.06169353984718e-03
1.20258911899400e+03	5.83654662412431e-03,-2.07282844313551e-03
1.21095378780882e+03	5.82743908615298e-03,-2.08398374123919e-03
1.21937663749630e+03	5.81823338649621e-03,-2.09515868400304e-03
1.22785807273640e+03	5.80892882850339e-03,-2.10635250606816e-03
1.23639850102387e+03	5.79952471968424e-03,-2.11756442677806e-03
1.24499833268779e+03	5.79002037198674e-03,-2.12879365008814e-03
1.25365798091133e+03	5.78041510208263e-03,-2.14003936448021e-03
1.26237786175156e+03	5.77070823165521e-03,-2.15130074288074e-03
1.27115839415947e+03	5.76089908769433e-03,-2.16257694258407e-03
1.28000000000007e+03	5.75098700279538e-03,-2.17386710518040e-03
1.28890310407267e+03	5.74097131546232e-03,-2.18517035648806e-03
1.29786813413130e+03	5.73085137041782e-03,-2.19648580649196e-03
1.30689552090528e+03	5.72062651891542e-03,-2.20781254928600e-03
1.31598569811983e+03	5.71029611905903e-03,-2.21914966302221e-03
1.32513910251703e+03	5.69985953612526e-03,-2.23049620986454e-03
1.33435617387670e+03	5.68931614289121e-03,-2.24185123594894e-03
1.34363735503760e+03	5.67866531996677e-03,-2.25321377134941e-03
1.35298309191864e+03	5.66790645613119e-03,-2.26458283005006e-03
1.36239383354037e+03	5.65703894867443e-03,-2.27595740992381e-03
1.37187003204653e+03	5.64606220374216e-03,-2.28733649271733e-03
1.38141214272574e+03	5.63497563668572e-03,-2.29871904404301e-03
1.39102062403343e+03	5.62377867241543e-03,-2.31010401337761e-03
1.40069593761382e+03	5.61247074575859e-03,-2.32149033406830e-03
1.41043854832214e+03	5.60105130182116e-03,-2.33287692334589e-03
1.42024892424692e+03	5.58951979635308e-03,-2.34426268234552e-03
1.43012753673252e+03	5.57787569611681e-03,-2.35564649613492e-03
1.44007486040175e+03	5.56611847926053e-03,-2.36702723375100e-03
1.45009137317870e+03	5.55424763569405e-03,-2.37840374824415e-03
1.46017755631166e+03	5.54226266746650e-03,-2.38977487673034e-03
1.47033389439628e+03	5.53016308915065e-03,-2.40113944045295e-03
1.48056087539885e+03	5.51794842822617e-03,-2.41249624485185e-03
1.49085899067970e+03	5.50561822546783e-03,-2.42384407964183e-03
1.50122873501688e+03	5.49317203533595e-03,-2.43518171890016e-03
1.51167060662988e+03	5.48060942636955e-03,-2.44650792116340e-03
1.52218510720356e+03	5.46792998157955e-03,-2.45782142953241e-03
1.53277274191231e+03	5.45513329884684e-03,-2.46912097178850e-03
1.54343401944426e+03	5.44221899132057e-03,-2.48040526051809e-03
1.55416945202574e+03	5.42918668781759e-03,-2.49167299324746e-03
1.56497955544593e+03	5.41603603322378e-03,-2.50292285258736e-03
1.57586484908158e+03	5.40276668889694e-03,-2.51415350638826e-03
1.58682585592199e+03	5.38937833306929e-03,-2.52536360790512e-03
1.59786310259415e+03	5.37587066125185e-03,-2.53655179597328e-03
1.60897711938803e+03	5.36224338663798e-03,-2.54771669519432e-03
1.62016844028205e+03	5.34849624050755e-03,-2.55885691613287e-03
1.63143760296874e+03	5.33462897263093e-03,-2.56997105552431e-03
1.64278514888061e+03	5.32064135167269e-03,-2.58105769649342e-03
1.65421162321608e+03	5.30653316559350e-03,-2.59211540878373e-03
1.66571757496577e+03	5.29230422205250e-03,-2.60314274899852e-03
1.67730355693880e+03	5.27795434880714e-03,-2.61413826085281e-03
1.68897012578940e+03	5.26348339411128e-03,-2.62510047543659e-03
1.70071784204363e+03	5.24889122711265e-03,-2.63602791148991e-03
1.71254727012632e+03	5.23417773824609e-03,-2.64691907568896e-03
1.72445897838818e+03	5.21934283962597e-03,-2.65777246294428e-03
1.73645353913312e+03	5.20438646543400e-03,-2.66858655671007e-03
1.74853152864572e+03	5.18930857230536e-03,-2.67935982930575e-03
1.76069352721897e+03	5.17410913971007e-03,-2.69009074224897e-03
1.77294011918208e+03	5.15878817033012e-03,-2.70077774660003e-03
1.78527189292862e+03	5.14334569043362e-03,-2.71141928331906e-03
1.79768944094474e+03	5.12778175024322e-03,-2.72201378363413e-03
1.81019335983766e+03	5.11209642429911e-03,-2.73255966942141e-03
1.82278425036435e+03	5.09628981181794e-03,-2.74305535359745e-03
1.83546271746036e+03	5.08036203704402e-03,-2.75349924052248e-03
1.84822937026890e+03	5.06431324959684e-03,-2.76388972641669e-03
1.86108482217010e+03	5.04814362480912e-03,-2.77422519978670e-03
1.87402969081051e+03	5.03185336406040e-03,-2.78450404186493e-03
1.88706459813271e+03	5.01544269510193e-03,-2.79472462705990e-03
1.90019017040529e+03	4.99891187237371e-03,-2.80488532341787e-03
1.91340703825283e+03	4.98226117731444e-03,-2.81498449309646e-03
1.92671583668627e+03	4.96549091866229e-03,-2.82502049284914e-03
1.94011720513342e+03	4.94860143274643e-03,-2.83499167452076e-03
1.95361178746963e+03	4.93159308377035e-03,-2.84489638555467e-03
1.96720023204877e+03	4.91446626408387e-03,-2.85473296950969e-03
1.98088319173437e+03	4.89722139444724e-03,-2.86449976658913e-03
1.99466132393099e+03	4.87985892428242e-03,-2.87419511417896e-03
2.00853529061580e+03	4.86237933191491e-03,-2.88381734739705e-03
2.02250575837036e+03	4.84478312480506e-03,-2.89336479965303e-03
2.03657339841271e+03	4.82707083976517e-03,-2.90283580321648e-03
2.05073888662955e+03	4.80924304316736e-03,-2.91222868979645e-03
2.06500290360876e+03	4.79130033113711e-03,-2.92154179112914e-03
2.07936613467208e+03	4.77324332973522e-03,-2.93077343957565e-03
2.09382926990804e+03	4.75507269512607e-03,-2.93992196872788e-03
2.10839300420511e+03	4.73678911373239e-03,-2.94898571402337e-03
2.12305803728509e+03	4.71839330237651e-03,-2.95796301336830e-03
2.13782507373675e+03	4.69988600840730e-03,-2.96685220776862e-03
2.15269482304963e+03	4.68126800981178e-03,-2.97565164196789e-03
2.16766799964819e+03	4.66254011531333e-03,-2.98435966509378e-03
2.18274532292609e+03	4.64370316445381e-03,-2.99297463131034e-03
2.19792751728078e+03	4.62475802765978e-03,-3.00149490047692e-03
2.21321531214826e+03	4.60570560629390e-03,-3.00991883881369e-03
2.22860944203821e+03	4.58654683268942e-03,-3.01824481957214e-03
2.24411064656918e+03	4.56728267016866e-03,-3.02647122371145e-03
2.25971967050421e+03	4.54791411304444e-03,-3.03459644057910e-03
2.27543726378655e+03	4.52844218660537e-03,-3.04261886859660e-03
2.29126418157574e+03	4.50886794708259e-03,-3.05053691594811e-03
2.30720118428386e+03	4.48919248160054e-03,-3.05834900127356e-03
2.32324903761207e+03	4.46941690810927e-03,-3.06605355436399e-03
2.33940851258740e+03	4.44954237529878e-03,-3.07364901685967e-03
2.35568038559982e+03	4.42957006249559e-03,-3.08113384294980e-03
2.37206543843949e+03	4.40950117954136e-03,-3.08850650007425e-03
2.38856445833437e+03	4.38933696665254e-03,-3.09576546962575e-03
2.40517823798801e+03	4.36907869426182e-03,-3.10290924765245e-03
2.42190757561767e+03	4.34872766284108e-03,-3.10993634556071e-03
2.43875327499262e+03	4.32828520270469e-03,-3.11684529081633e-03
2.45571614547282e+03	4.30775267379541e-03,-3.12363462764555e-03
2.47279700204775e+03	4.28713146545005e-03,-3.13030291773348e-03
2.48999666537560e+03	4.26642299614673e-03,-3.13684874092004e-03
2.50731596182268e+03	4.24562871323295e-03,-3.14327069589340e-03
2.52475572350315e+03	4.22475009263494e-03,-3.14956740087948e-03
2.54231678831896e+03	4.20378863854730e-03,-3.15573749432716e-03
2.56000000000015e+03	4.18274588310447e-03,-3.16177963558909e-03
2.57780620814535e+03	4.16162338603239e-03,-3.16769250559672e-03
2.59573626826263e+03	4.14042273428194e-03,-3.17347480752963e-03
2.61379104181057e+03	4.11914554164308e-03,-3.17912526747814e-03
2.63197139623969e+03	4.09779344834072e-03,-3.18464263509891e-03
2.65027820503409e+03	4.07636812061169e-03,-3.19002568426273e-03
2.66871234775343e+03	4.05487125026279e-03,-3.19527321369333e-03
2.68727471007521e+03	4.03330455421245e-03,-3.20038404759893e-03
2.70596618383730e+03	4.01166977401140e-03,-3.20535703629182e-03
2.72478766708077e+03	3.98996867534827e-03,-3.21019105679995e-03
2.74374006409308e+03	3.96820304753619e-03,-3.21488501346685e-03
2.76282428545150e+03	3.94637470298141e-03,-3.21943783853974e-03
2.78204124806688e+03	3.92448547663693e-03,-3.22384849274724e-03
2.80139187522766e+03	3.90253722543713e-03,-3.22811596586317e-03
2.82087709664429e+03	3.88053182771713e-03,-3.23223927725822e-03
2.84049784849386e+03	3.85847118261602e-03,-3.23621747643796e-03
2.86025507346506e+03	3.83635720946349e-03,-3.24004964356621e-03
2.88014972080353e+03	3.81419184715204e-03,-3.24373488997469e-03
2.90018274635742e+03	3.79197705349423e-03,-3.24727235865735e-03
2.92035511262334e+03	3.76971480456367e-03,-3.25066122474790e-03
2.94066778879259e+03	3.74740709402473e-03,-3.25390069598356e-03
