Freq.	-V(in)/I(Vsource)	V(out)
5.57897466540173e+01	3.33286295964489e+06,-1.52005913896523e+04	9.90920432076488e-01,2.88048797485399e-03
5.61777950295209e+01	3.33286200825355e+06,-1.53045567879184e+04	9.90920545149231e-01,2.86059014567706e-03
5.65685424949249e+01	3.33286104358264e+06,-1.54092574003478e+04	9.90920656665548e-01,2.84082974615092e-03
5.69620078238839e+01	3.33286006544705e+06,-1.55146982246639e+04	9.90920766646857e-01,2.82120582705871e-03
5.73582099206342e+01	3.33285907365869e+06,-1.56208843404248e+04	9.90920875114304e-01,2.80171744573694e-03
5.77571678209009e+01	3.33285806802706e+06,-1.57278208367640e+04	9.90920982088699e-01,2.78236366603057e-03
5.81589006928135e+01	3.33285704835881e+06,-1.58355128605611e+04	9.90921087590654e-01,2.76314355824805e-03
5.85634278378261e+01	3.33285601445819e+06,-1.59439655634514e+04	9.90921191640397e-01,2.74405619911650e-03
5.89707686916452e+01	3.33285496612647e+06,-1.60531841596309e+04	9.90921294257953e-01,2.72510067173768e-03
5.93809428251631e+01	3.33285390316189e+06,-1.61631739258548e+04	9.90921395462999e-01,2.70627606554385e-03
5.97939699453987e+01	3.33285282536070e+06,-1.62739400906411e+04	9.90921495275078e-01,2.68758147625430e-03
6.02098698964438e+01	3.33285173251547e+06,-1.63854880076875e+04	9.90921593713259e-01,2.66901600583154e-03
6.06286626604171e+01	3.33285062441627e+06,-1.64978230258064e+04	9.90921690796534e-01,2.65057876243878e-03
6.10503683584235e+01	3.33284950085009e+06,-1.66109505467291e+04	9.90921786543510e-01,2.63226886039653e-03
6.14750072515217e+01	3.33284836160128e+06,-1.67248759769331e+04	9.90921880972630e-01,2.61408542014078e-03
6.19025997416968e+01	3.33284720645061e+06,-1.68396048191663e+04	9.90921974102035e-01,2.59602756818059e-03
6.23331663728412e+01	3.33284603517641e+06,-1.69551425520168e+04	9.90922065949586e-01,2.57809443705532e-03
6.27667278317413e+01	3.33284484755345e+06,-1.70714947407055e+04	9.90922156532995e-01,2.56028516529467e-03
6.32033049490714e+01	3.33284364335353e+06,-1.71886669696446e+04	9.90922245869632e-01,2.54259889737589e-03
6.36429187003948e+01	3.33284242234510e+06,-1.73066648809728e+04	9.90922333976637e-01,2.52503478368321e-03
6.40855902071710e+01	3.33284118429378e+06,-1.74254941167485e+04	9.90922420870994e-01,2.50759198046749e-03
6.45313407377714e+01	3.33283992896154e+06,-1.75451603960216e+04	9.90922506569384e-01,2.49026964980530e-03
6.49801917085001e+01	3.33283865610753e+06,-1.76656694281237e+04	9.90922591088250e-01,2.47306695955858e-03
6.54321646846238e+01	3.33283736548667e+06,-1.77870270475459e+04	9.90922674443893e-01,2.45598308333512e-03
6.58872813814072e+01	3.33283605685099e+06,-1.79092390790573e+04	9.90922756652283e-01,2.43901720044875e-03
6.63455636651567e+01	3.33283472994947e+06,-1.80323113473373e+04	9.90922837729233e-01,2.42216849587978e-03
6.68070335542709e+01	3.33283338452662e+06,-1.81562498118531e+04	9.90922917690328e-01,2.40543616023624e-03
6.72717132202985e+01	3.33283202032434e+06,-1.82810603838075e+04	9.90922996550918e-01,2.38881938971468e-03
6.77396249890036e+01	3.33283063708032e+06,-1.84067490706502e+04	9.90923074326206e-01,2.37231738606185e-03
6.82107913414379e+01	3.33282923452877e+06,-1.85333219086357e+04	9.90923151031077e-01,2.35592935653650e-03
6.86852349150217e+01	3.33282781240030e+06,-1.86607849628220e+04	9.90923226680285e-01,2.33965451387041e-03
6.91629785046307e+01	3.33282637042131e+06,-1.87891443848731e+04	9.90923301288393e-01,2.32349207623233e-03
6.96440450636914e+01	3.33282490831516e+06,-1.89184062974467e+04	9.90923374869734e-01,2.30744126718886e-03
7.01284577052843e+01	3.33282342580044e+06,-1.90485769483389e+04	9.90923447438448e-01,2.29150131566808e-03
7.06162397032539e+01	3.33282192259284e+06,-1.91796625370670e+04	9.90923519008476e-01,2.27567145592208e-03
7.11074144933271e+01	3.33282039840318e+06,-1.93116693882817e+04	9.90923589593561e-01,2.25995092749044e-03
7.16020056742393e+01	3.33281885293851e+06,-1.94446038457890e+04	9.90923659207283e-01,2.24433897516371e-03
7.21000370088680e+01	3.33281728590221e+06,-1.95784722629146e+04	9.90923727863022e-01,2.22883484894738e-03
7.26015324253744e+01	3.33281569699301e+06,-1.97132810795732e+04	9.90923795573974e-01,2.21343780402521e-03
7.31065160183536e+01	3.33281408590555e+06,-1.98490367740958e+04	9.90923862353142e-01,2.19814710072431e-03
7.36150120499916e+01	3.33281245233027e+06,-1.99857458632277e+04	9.90923928213363e-01,2.18296200447915e-03
7.41270449512313e+01	3.33281079595324e+06,-2.01234149117591e+04	9.90923993167292e-01,2.16788178579623e-03
7.46426393229462e+01	3.33280911645628e+06,-2.02620505228888e+04	9.90924057227382e-01,2.15290572021938e-03
7.51618199371226e+01	3.33280741351685e+06,-2.04016593382218e+04	9.90924120406001e-01,2.13803308829506e-03
7.56846117380493e+01	3.33280568680766e+06,-2.05422480666678e+04	9.90924182715268e-01,2.12326317553726e-03
7.62110398435167e+01	3.33280393599682e+06,-2.06838234651708e+04	9.90924244167137e-01,2.10859527239378e-03
7.67411295460228e+01	3.33280216074771e+06,-2.08263923483398e+04	9.90924304773450e-01,2.09402867421214e-03
7.72749063139893e+01	3.33280036071971e+06,-2.09699615210085e+04	9.90924364545824e-01,2.07956268120498e-03
7.78123957929846e+01	3.33279853556659e+06,-2.11145379034735e+04	9.90924423495766e-01,2.06519659841762e-03
7.83536238069559e+01	3.33279668493793e+06,-2.12601284158836e+04	9.90924481634607e-01,2.05092973569400e-03
7.88986163594705e+01	3.33279480847815e+06,-2.14067400456747e+04	9.90924538973519e-01,2.03676140764374e-03
7.94473996349646e+01	3.33279290582637e+06,-2.15543798571996e+04	9.90924595523489e-01,2.02269093360886e-03
8.00000000000018e+01	3.33279097661754e+06,-2.17030548953869e+04	9.90924651295427e-01,2.00871763763185e-03
8.05564440045393e+01	3.33278902048057e+06,-2.18527723302445e+04	9.90924706300041e-01,1.99484084842289e-03
8.11167583832042e+01	3.33278703703956e+06,-2.20035393508846e+04	9.90924760547900e-01,1.98105989932705e-03
8.16809700565773e+01	3.33278502591392e+06,-2.21553631558862e+04	9.90924814049419e-01,1.96737412829307e-03
8.22491061324872e+01	3.33278298671689e+06,-2.23082510592632e+04	9.90924866814877e-01,1.95378287784152e-03
8.28211939073121e+01	3.33278091905672e+06,-2.24622103941230e+04	9.90924918854416e-01,1.94028549503248e-03
8.33972608672916e+01	3.33277882253613e+06,-2.26172485511977e+04	9.90924970178078e-01,1.92688133143544e-03
8.39773346898473e+01	3.33277669675208e+06,-2.27733729884741e+04	9.90925020795648e-01,1.91356974309656e-03
8.45614432449124e+01	3.33277454129674e+06,-2.29305911541199e+04	9.90925070716908e-01,1.90035009050967e-03
8.51496145962708e+01	3.33277235575560e+06,-2.30889106213518e+04	9.90925119951484e-01,1.88722173858384e-03
8.57418770029054e+01	3.33277013970857e+06,-2.32483390017282e+04	9.90925168508767e-01,1.87418405661360e-03
8.63382589203562e+01	3.33276789273029e+06,-2.34088839162435e+04	9.90925216398134e-01,1.86123641824912e-03
8.69387890020867e+01	3.33276561438887e+06,-2.35705530820277e+04	9.90925263628742e-01,1.84837820146526e-03
8.75434961008612e+01	3.33276330424650e+06,-2.37333542641729e+04	9.90925310209720e-01,1.83560878853243e-03
8.81524092701309e+01	3.33276096185917e+06,-2.38972952853631e+04	9.90925356149984e-01,1.82292756598634e-03
8.87655577654297e+01	3.33275858677708e+06,-2.40623839969685e+04	9.90925401458395e-01,1.81033392459900e-03
8.93829710457797e+01	3.33275617854411e+06,-2.42286283079421e+04	9.90925446143624e-01,1.79782725934953e-03
9.00046787751069e+01	3.33275373669744e+06,-2.43960362040818e+04	9.90925490214290e-01,1.78540696939438e-03
9.06307108236660e+01	3.33275126076794e+06,-2.45646157191252e+04	9.90925533678858e-01,1.77307245803940e-03
9.12610972694761e+01	3.33274875027975e+06,-2.47343749540109e+04	9.90925576545658e-01,1.76082313271055e-03
9.18958683997650e+01	3.33274620475092e+06,-2.49053220287072e+04	9.90925618822935e-01,1.74865840492575e-03
9.25350547124252e+01	3.33274362369177e+06,-2.50774651881744e+04	9.90925660518823e-01,1.73657769026683e-03
9.31786869174787e+01	3.33274100660665e+06,-2.52508126771245e+04	9.90925701641342e-01,1.72458040835058e-03
9.38267959385526e+01	3.33273835299328e+06,-2.54253727785506e+04	9.90925742198392e-01,1.71266598280219e-03
9.44794129143647e+01	3.33273566234121e+06,-2.56011539100546e+04	9.90925782197742e-01,1.70083384122632e-03
9.51365692002200e+01	3.33273293413421e+06,-2.57781644600746e+04	9.90925821647131e-01,1.68908341518061e-03
9.57982963695166e+01	3.33273016784709e+06,-2.59564129901793e+04	9.90925860554103e-01,1.67741414014759e-03
9.64646262152632e+01	3.33272736294958e+06,-2.61359079749625e+04	9.90925898926111e-01,1.66582545550830e-03
9.71355907516061e+01	3.33272451890212e+06,-2.63166580717701e+04	9.90925936770601e-01,1.65431680451445e-03
9.78112222153679e+01	3.33272163515869e+06,-2.64986719280278e+04	9.90925974094765e-01,1.64288763426289e-03
9.84915530675957e+01	3.33271871116497e+06,-2.66819582968342e+04	9.90926010905828e-01,1.63153739566813e-03
9.91766159951214e+01	3.33271574635907e+06,-2.68665259791550e+04	9.90926047210861e-01,1.62026554343622e-03
9.98664439121314e+01	3.33271274017182e+06,-2.70523838045507e+04	9.90926083016802e-01,1.60907153603837e-03
1.00561069961749e+02	3.33270969202586e+06,-2.72395406793353e+04	9.90926118330584e-01,1.59795483568606e-03
1.01260527517625e+02	3.33270660133538e+06,-2.74280055962034e+04	9.90926153158968e-01,1.58691490830332e-03
1.01964850185543e+02	3.33270346750630e+06,-2.76177876149560e+04	9.90926187508652e-01,1.57595122350233e-03
1.02674071805035e+02	3.33270028993667e+06,-2.78088958335951e+04	9.90926221386234e-01,1.56506325455837e-03
1.03388226451002e+02	3.33269706801659e+06,-2.80013393883165e+04	9.90926254798232e-01,1.55425047838309e-03
1.04107348435357e+02	3.33269380112659e+06,-2.81951275401996e+04	9.90926287751061e-01,1.54351237550061e-03
1.04831472308672e+02	3.33269048863967e+06,-2.83902695499711e+04	9.90926320251060e-01,1.53284843002214e-03
1.05560632861834e+02	3.33268712991873e+06,-2.85867748224918e+04	9.90926352304459e-01,1.52225812962084e-03
1.06294865127724e+02	3.33268372431906e+06,-2.87846527526216e+04	9.90926383917415e-01,1.51174096550812e-03
1.07034204382892e+02	3.33268027118644e+06,-2.89839128311741e+04	9.90926415096029e-01,1.50129643240823e-03
1.07778686149258e+02	3.33267676985733e+06,-2.91845646256425e+04	9.90926445846278e-01,1.49092402853479e-03
1.08528346195816e+02	3.33267321965909e+06,-2.93866177609252e+04	9.90926476174098e-01,1.48062325556594e-03
1.09283220540354e+02	3.33266961991007e+06,-2.95900819096854e+04	9.90926506085271e-01,1.47039361862131e-03
1.10043345451182e+02	3.33266596991854e+06,-2.97949668405058e+04	9.90926535585581e-01,1.46023462623705e-03
1.10808757448877e+02	3.33266226898390e+06,-3.00012823504510e+04	9.90926564680672e-01,1.45014579034374e-03
1.11579493308035e+02	3.33265851639365e+06,-3.02090384191813e+04	9.90926593376150e-01,1.44012662624183e-03
1.12355590059043e+02	3.33265471142839e+06,-3.04182449295957e+04	9.90926621677504e-01,1.43017665257820e-03
1.13137084989851e+02	3.33265085335766e+06,-3.06289118893751e+04	9.90926649590244e-01,1.42029539132433e-03
1.13924015647769e+02	3.33264694143876e+06,-3.08410494887668e+04	9.90926677119650e-01,1.41048236775187e-03
1.14716419841269e+02	3.33264297492113e+06,-3.10546678501275e+04	9.90926704271075e-01,1.40073711041083e-03
1.15514335641803e+02	3.33263895304298e+06,-3.12697772109328e+04	9.90926731049697e-01,1.39105915110674e-03
1.16317801385628e+02	3.33263487503192e+06,-3.14863878756041e+04	9.90926757460677e-01,1.38144802487749e-03
1.17126855675653e+02	3.33263074010344e+06,-3.17045102925578e+04	9.90926783509098e-01,1.37190326997205e-03
1.17941537383291e+02	3.33262654746439e+06,-3.19241548615454e+04	9.90926809199947e-01,1.36242442782775e-03
1.18761885650327e+02	3.33262229630955e+06,-3.21453321070274e+04	9.90926834538179e-01,1.35301104304821e-03
1.19587939890798e+02	3.33261798582222e+06,-3.23680526396317e+04	9.90926859528667e-01,1.34366266338136e-03
1.20419739792889e+02	3.33261361517388e+06,-3.25923271657751e+04	9.90926884176175e-01,1.33437883969798e-03
1.21257325320835e+02	3.33260918352592e+06,-3.28181663913281e+04	9.90926908485488e-01,1.32515912597031e-03
1.22100736716848e+02	3.33260469002570e+06,-3.30455812142491e+04	9.90926932461271e-01,1.31600307925033e-03
1.22950014503044e+02	3.33260013381154e+06,-3.32745824645017e+04	9.90926956108115e-01,1.30691025964814e-03
1.23805199483395e+02	3.33259551400819e+06,-3.35051811255838e+04	9.90926979430557e-01,1.29788023031170e-03
1.24666332745683e+02	3.33259082972798e+06,-3.37373882670893e+04	9.90927002433095e-01,1.28891255740539e-03
1.25533455663483e+02	3.33258608007147e+06,-3.39712150061669e+04	9.90927025120144e-01,1.28000681008859e-03
1.26406609898144e+02	3.33258126412549e+06,-3.42066725941953e+04	9.90927047496055e-01,1.27116256049613e-03
1.27285837400790e+02	3.33257638096555e+06,-3.44437722915537e+04	9.90927069565155e-01,1.26237938371693e-03
1.28171180414343e+02	3.33257142965431e+06,-3.46825254350328e+04	9.90927091331669e-01,1.25365685777411e-03
1.29062681475544e+02	3.33256640923940e+06,-3.49229435341398e+04	9.90927112799771e-01,1.24499456360382e-03
1.29960383417001e+02	3.33256131875886e+06,-3.51650380013908e+04	9.90927133973593e-01,1.23639208503623e-03
1.30864329369249e+02	3.33255615723414e+06,-3.54088204797811e+04	9.90927154857207e-01,1.22784900877527e-03
1.31774562762815e+02	3.33255092367274e+06,-3.56543027079225e+04	9.90927175454630e-01,1.21936492437773e-03
1.32691127330314e+02	3.33254561707126e+06,-3.59014963659212e+04	9.90927195769814e-01,1.21093942423527e-03
1.33614067108543e+02	3.33254023640914e+06,-3.61504133643143e+04	9.90927215806655e-01,1.20257210355326e-03
1.34543426440598e+02	3.33253478065377e+06,-3.64010655936297e+04	9.90927235569041e-01,1.19426256033256e-03
1.35479249978008e+02	3.33252924875746e+06,-3.66534650592138e+04	9.90927255060719e-01,1.18601039534906e-03
1.36421582682877e+02	3.33252363965677e+06,-3.69076239004772e+04	9.90927274285470e-01,1.17781521213548e-03
1.37370469830044e+02	3.33251795227617e+06,-3.71635542175112e+04	9.90927293246995e-01,1.16967661696241e-03
1.38325957009262e+02	3.33251218552187e+06,-3.74212683407524e+04	9.90927311948884e-01,1.16159421881808e-03
1.39288090127384e+02	3.33250633828719e+06,-3.76807785805465e+04	9.90927330394812e-01,1.15356762939070e-03
1.40256915410570e+02	3.33250040944935e+06,-3.79420973619720e+04	9.90927348588251e-01,1.14559646304976e-03
1.41232479406509e+02	3.33249439786971e+06,-3.82052372055577e+04	9.90927366532723e-01,1.13768033682781e-03
1.42214828986655e+02	3.33248830239309e+06,-3.84702107465273e+04	9.90927384231669e-01,1.12981887040050e-03
1.43204011348480e+02	3.33248212185025e+06,-3.87370306192055e+04	9.90927401688536e-01,1.12201168606993e-03
1.44200074017737e+02	3.33247585505325e+06,-3.90057096496226e+04	9.90927418906618e-01,1.11425840874565e-03
1.45203064850750e+02	3.33246950079918e+06,-3.92762606821337e+04	9.90927435889270e-01,1.10655866592737e-03
1.46213032036708e+02	3.33246305786871e+06,-3.95486966371863e+04	9.90927452639693e-01,1.09891208768662e-03
1.47230024099984e+02	3.33245652502261e+06,-3.98230306461324e+04	9.90927469161175e-01,1.09131830664858e-03
1.48254089902464e+02	3.33244990100745e+06,-4.00992758008024e+04	9.90927485456874e-01,1.08377695797533e-03
1.49285278645893e+02	3.33244318455133e+06,-4.03774453268412e+04	9.90927501529888e-01,1.07628767934722e-03
1.50323639874246e+02	3.33243637436590e+06,-4.06575524873779e+04	9.90927517383335e-01,1.06885011094672e-03
1.51369223476100e+02	3.33242946914102e+06,-4.09396107948799e+04	9.90927533020273e-01,1.06146389544035e-03
1.52422079687034e+02	3.33242246755199e+06,-4.12236337029455e+04	9.90927548443677e-01,1.05412867796147e-03
1.53482259092047e+02	3.33241536825467e+06,-4.15096347988964e+04	9.90927563656537e-01,1.04684410609333e-03
1.54549812627980e+02	3.33240816988613e+06,-4.17976277652303e+04	9.90927578661746e-01,1.03960982985267e-03
1.55624791585970e+02	3.33240087106250e+06,-4.20876264566408e+04	9.90927593462233e-01,1.03242550167238e-03
1.56707247613913e+02	3.33239347038499e+06,-4.23796446495994e+04	9.90927608060759e-01,1.02529077638488e-03
1.57797232718942e+02	3.33238596643044e+06,-4.26736964082884e+04	9.90927622460231e-01,1.01820531120501e-03
1.58894799269930e+02	3.33237835775884e+06,-4.29697957764001e+04	9.90927636663362e-01,1.01116876571510e-03
1.60000000000005e+02	3.33237064291017e+06,-4.32679568926773e+04	9.90927650672886e-01,1.00418080184705e-03
1.61112888009080e+02	3.33236282040312e+06,-4.35681940294060e+04	9.90927664491486e-01,9.97241083866584e-04
1.62233516766409e+02	3.33235488873484e+06,-4.38705215923869e+04	9.90927678121843e-01,9.90349278357620e-04
1.63361940113156e+02	3.33234684638312e+06,-4.41749540246066e+04	9.90927691566577e-01,9.83505054205859e-04
1.64498212264976e+02	3.33233869180367e+06,-4.44815059025098e+04	9.90927704828232e-01,9.76708082582148e-04
1.65642387814625e+02	3.33233042343082e+06,-4.47901918974494e+04	9.90927717909402e-01,9.69958036928179e-04
1.66794521734584e+02	3.33232203967826e+06,-4.51010267371379e+04	9.90927730812571e-01,9.63254592939932e-04
1.67954669379696e+02	3.33231353893466e+06,-4.54140253596934e+04	9.90927743540232e-01,9.56597428552027e-04
1.69122886489826e+02	3.33230491957010e+06,-4.57292026632345e+04	9.90927756094821e-01,9.49986223922002e-04
1.70299229192543e+02	3.33229617992954e+06,-4.60465737369624e+04	9.90927768478775e-01,9.43420661416192e-04
1.71483754005812e+02	3.33228731833406e+06,-4.63661538033488e+04	9.90927780694434e-01,9.36900425593151e-04
1.72676517840714e+02	3.33227833308266e+06,-4.66879581410659e+04	9.90927792744179e-01,9.30425203189316e-04
1.73877578004175e+02	3.33226922245152e+06,-4.70120021042134e+04	9.90927804630328e-01,9.23994683102969e-04
1.75086992201724e+02	3.33225998469309e+06,-4.73383011415433e+04	9.90927816355124e-01,9.17608556380824e-04
1.76304818540263e+02	3.33225061803034e+06,-4.76668709890078e+04	9.90927827920865e-01,9.11266516201564e-04
1.77531115530861e+02	3.33224112066790e+06,-4.79977272652959e+04	9.90927839329732e-01,9.04968257862311e-04
1.78765942091561e+02	3.33223149078245e+06,-4.83308857991900e+04	9.90927850583965e-01,8.98713478763438e-04
1.80009357550215e+02	3.33222172652681e+06,-4.86663624754628e+04	9.90927861685705e-01,8.92501878393880e-04
1.81261421647333e+02	3.33221182602286e+06,-4.90041734659318e+04	9.90927872637077e-01,8.86333158317443e-04
1.82522194538953e+02	3.33220178737413e+06,-4.93443347864918e+04	9.90927883440187e-01,8.80207022157071e-04
1.83791736799531e+02	3.33219160865197e+06,-4.96868627592601e+04	9.90927894097125e-01,8.74123175583185e-04
1.85070109424852e+02	3.33218128790424e+06,-5.00317737044146e+04	9.90927904609917e-01,8.68081326295690e-04
1.86357373834959e+02	3.33217082314868e+06,-5.03790841519825e+04	9.90927914980587e-01,8.62081184013766e-04
1.87653591877106e+02	3.33216021237716e+06,-5.07288106877394e+04	9.90927925211139e-01,8.56122460459309e-04
1.88958825828731e+02	3.33214945355297e+06,-5.10809700301951e+04	9.90927935303553e-01,8.50204869344783e-04
1.90273138400441e+02	3.33213854461407e+06,-5.14355789150098e+04	9.90927945259725e-01,8.44328126358200e-04
1.91596592739035e+02	3.33212748346261e+06,-5.17926544223082e+04	9.90927955081615e-01,8.38491949150086e-04
1.92929252430528e+02	3.33211626797876e+06,-5.21522135144792e+04	9.90927964771078e-01,8.32696057319416e-04
1.94271181503214e+02	3.33210489600850e+06,-5.25142734212551e+04	9.90927974330000e-01,8.26940172401970e-04
1.95622444430737e+02	3.33209336537096e+06,-5.28788513893338e+04	9.90927983760187e-01,8.21224017853566e-04
1.96983106135193e+02	3.33208167385139e+06,-5.32459648941434e+04	9.90927993063485e-01,8.15547319039972e-04
1.98353231990244e+02	3.33206981920873e+06,-5.36156313894695e+04	9.90928002241651e-01,8.09909803221859e-04
1.99732887824264e+02	3.33205779916783e+06,-5.39878685384704e+04	9.90928011296471e-01,8.04311199542997e-04
2.01122139923499e+02	3.33204561142085e+06,-5.43626941558555e+04	9.90928020229666e-01,7.98751239015938e-04
2.02521055035251e+02	3.33203325362999e+06,-5.47401261115581e+04	9.90928029042974e-01,7.93229654509665e-04
2.03929700371089e+02	3.33202072342458e+06,-5.51201824077012e+04	9.90928037738070e-01,7.87746180737547e-04
2.05348143610071e+02	3.33200801839809e+06,-5.55028812555574e+04	9.90928046316636e-01,7.82300554243077e-04
2.06776452902005e+02	3.33199513611469e+06,-5.58882408636948e+04	9.90928054780311e-01,7.76892513388204e-04
2.08214696870716e+02	3.33198207410379e+06,-5.62762795919558e+04	9.90928063130734e-01,7.71521798340431e-04
2.09662944617345e+02	3.33196882985758e+06,-5.66670160091549e+04	9.90928071369477e-01,7.66188151060620e-04
2.11121265723670e+02	3.33195540083377e+06,-5.70604687967489e+04	9.90928079498181e-01,7.60891315290161e-04
2.12589730255449e+02	3.33194178445986e+06,-5.74566566140044e+04	9.90928087518352e-01,7.55631036539707e-04
2.14068408765785e+02	3.33192797812140e+06,-5.78555984252398e+04	9.90928095431556e-01,7.50407062075001e-04
2.15557372298518e+02	3.33191397916813e+06,-5.82573133072253e+04	9.90928103239314e-01,7.45219140906725e-04
2.17056692391635e+02	3.33189978491756e+06,-5.86618203336050e+04	9.90928110943117e-01,7.40067023776705e-04
2.18566441080711e+02	3.33188539264507e+06,-5.90691388443653e+04	9.90928118544434e-01,7.34950463148003e-04
2.20086690902366e+02	3.33187079959088e+06,-5.94792882339889e+04	9.90928126044750e-01,7.29869213191484e-04
2.21617514897755e+02	3.33185600295406e+06,-5.98922881054014e+04	9.90928133445517e-01,7.24823029773272e-04
2.23158986616072e+02	3.33184099989614e+06,-6.03081581543873e+04	9.90928140748115e-01,7.19811670445560e-04
2.24711180118087e+02	3.33182578754206e+06,-6.07269181310183e+04	9.90928147953981e-01,7.14834894432806e-04
2.26274169979703e+02	3.33181036297411e+06,-6.11485879935889e+04	9.90928155064479e-01,7.09892462621263e-04
2.27848031295539e+02	3.33179472322989e+06,-6.15731879470365e+04	9.90928162080974e-01,7.04984137546325e-04
2.29432839682540e+02	3.33177886531236e+06,-6.20007381541037e+04	9.90928169004828e-01,7.00109683382653e-04
2.31028671283607e+02	3.33176278618094e+06,-6.24312589662702e+04	9.90928175837360e-01,6.95268865931948e-04
2.32635602771258e+02	3.33174648275011e+06,-6.28647709429172e+04	9.90928182579907e-01,6.90461452611717e-04
2.34253711351308e+02	3.33172995189174e+06,-6.33012947742427e+04	9.90928189233720e-01,6.85687212443853e-04
2.35883074766584e+02	3.33171319044116e+06,-6.37408511079374e+04	9.90928195800112e-01,6.80945916044833e-04
2.37523771300656e+02	3.33169619517903e+06,-6.41834610110794e+04	9.90928202280334e-01,6.76237335612866e-04
2.39175879781598e+02	3.33167896284834e+06,-6.46291455080652e+04	9.90928208675609e-01,6.71561244917834e-04
2.40839479585779e+02	3.33166149014352e+06,-6.50779258500062e+04	9.90928214987211e-01,6.66917419291489e-04
2.42514650641672e+02	3.33164377371660e+06,-6.55298233414011e+04	9.90928221216310e-01,6.62305635614475e-04
2.44201473433698e+02	3.33162581016676e+06,-6.59848595902657e+04	9.90928227364135e-01,6.57725672306569e-04
2.45900029006090e+02	3.33160759605340e+06,-6.64430561615769e+04	9.90928233431813e-01,6.53177309317987e-04
2.47610398966791e+02	3.33158912788259e+06,-6.69044349043857e+04	9.90928239420588e-01,6.48660328114279e-04
2.49332665491369e+02	3.33157040211251e+06,-6.73690177977342e+04	9.90928245331566e-01,6.44174511671005e-04
2.51066911326969e+02	3.33155141515286e+06,-6.78368269505558e+04	9.90928251165851e-01,6.39719644459933e-04
2.52813219796289e+02	3.33153216336972e+06,-6.83078844668521e+04	9.90928256924619e-01,6.35295512439405e-04
2.54571674801583e+02	3.33151264306294e+06,-6.87822129844732e+04	9.90928262608942e-01,6.30901903043932e-04
2.56342360828688e+02	3.33149285049690e+06,-6.92598349051710e+04	9.90928268219937e-01,6.26538605175443e-04
2.58125362951089e+02	3.33147278187300e+06,-6.97407730488451e+04	9.90928273758658e-01,6.22205409190989e-04
2.59920766834004e+02	3.33145243335136e+06,-7.02250501145628e+04	9.90928279226171e-01,6.17902106894435e-04
2.61728658738499e+02	3.33143180102273e+06,-7.07126893347666e+04	9.90928284623537e-01,6.13628491524707e-04
2.63549125525633e+02	3.33141088094015e+06,-7.12037137053740e+04	9.90928289951792e-01,6.09384357748249e-04
2.65382254660631e+02	3.33138966909066e+06,-7.16981466399667e+04	9.90928295211950e-01,6.05169501646037e-04
2.67228134217088e+02	3.33136816140757e+06,-7.21960116617567e+04	9.90928300405020e-01,6.00983720707240e-04
2.69086852881198e+02	3.33134635377314e+06,-7.26973323264946e+04	9.90928305531991e-01,5.96826813816698e-04
2.70958499956018e+02	3.33132424200282e+06,-7.32021325687147e+04	9.90928310593890e-01,5.92698581245978e-04
2.72843165365756e+02	3.33130182186123e+06,-7.37104363167453e+04	9.90928315591622e-01,5.88598824645395e-04
2.74740939660091e+02	3.33127908905306e+06,-7.42222676850074e+04	9.90928320526183e-01,5.84527347032176e-04
2.76651914018527e+02	3.33125603922230e+06,-7.47376509738759e+04	9.90928325398541e-01,5.80483952782298e-04
2.78576180254770e+02	3.33123266795312e+06,-7.52566106310573e+04	9.90928330209599e-01,5.76468447621055e-04
2.80513830821141e+02	3.33120897076043e+06,-7.57791714438512e+04	9.90928334960280e-01,5.72480638612377e-04
2.82464958813020e+02	3.33118494311518e+06,-7.63053579617942e+04	9.90928339651509e-01,5.68520334152302e-04
2.84429657973313e+02	3.33116058040344e+06,-7.68351953815656e+04	9.90928344284173e-01,5.64587343956627e-04
2.86408022696961e+02	3.33113587796764e+06,-7.73687086233157e+04	9.90928348859176e-01,5.60681479054543e-04
2.88400148035476e+02	3.33111083107054e+06,-7.79059231001011e+04	9.90928353377404e-01,5.56802551776422e-04
2.90406129701502e+02	3.33108543491009e+06,-7.84468643714059e+04	9.90928357839660e-01,5.52950375748888e-04
2.92426064073419e+02	3.33105968462966e+06,-7.89915579121324e+04	9.90928362246888e-01,5.49124765881839e-04
2.94460048199971e+02	3.33103357528813e+06,-7.95400297280563e+04	9.90928366599868e-01,5.45325538362125e-04
2.96508179804929e+02	3.33100710189360e+06,-8.00923056246221e+04	9.90928370899478e-01,5.41552510642787e-04
2.98570557291789e+02	3.33098025936960e+06,-8.06484118993221e+04	9.90928375146491e-01,5.37805501437605e-04
3.00647279748495e+02	3.33095304257616e+06,-8.12083748798248e+04	9.90928379341773e-01,5.34084330708349e-04
3.02738446952202e+02	3.33092544630161e+06,-8.17722210776971e+04	9.90928383486099e-01,5.30388819657735e-04
3.04844159374071e+02	3.33089746526161e+06,-8.23399771882218e+04	9.90928387580295e-01,5.26718790722285e-04
3.06964518184096e+02	3.33086909410015e+06,-8.29116700517425e+04	9.90928391625092e-01,5.23074067562318e-04
3.09099625255962e+02	3.33084032738478e+06,-8.34873267304141e+04	9.90928395621299e-01,5.19454475052872e-04
3.11249583171943e+02	3.33081115959978e+06,-8.40669746234040e+04	9.90928399569704e-01,5.15859839276602e-04
