Freq.	-V(in)/I(Vsource)	V(out)
3.13414495227828e+02	3.33078158516836e+06,-8.46506410050866e+04	9.90928403471009e-01,5.12289987514687e-04
3.15594465437887e+02	3.33075159842859e+06,-8.52383534864574e+04	9.90928407325994e-01,5.08744748239639e-04
3.17789598539863e+02	3.33072119363014e+06,-8.58301400533705e+04	9.90928411135388e-01,5.05223951104912e-04
3.20000000000012e+02	3.33069036496886e+06,-8.64260283739785e+04	9.90928414899954e-01,5.01727426938473e-04
3.22225776018162e+02	3.33065910653441e+06,-8.70260467985826e+04	9.90928418620346e-01,4.98255007734932e-04
3.24467033532821e+02	3.33062741233662e+06,-8.76302238209017e+04	9.90928422297334e-01,4.94806526645501e-04
3.26723880226314e+02	3.33059527632497e+06,-8.82385876932626e+04	9.90928425931587e-01,4.91381817972273e-04
3.28996424529954e+02	3.33056269233483e+06,-8.88511674263429e+04	9.90928429523825e-01,4.87980717158245e-04
3.31284775629253e+02	3.33052965413921e+06,-8.94679917889767e+04	9.90928433074734e-01,4.84603060781091e-04
3.33589043469171e+02	3.33049615541085e+06,-9.00890900001829e+04	9.90928436584962e-01,4.81248686543561e-04
3.35909338759394e+02	3.33046218973960e+06,-9.07144913827940e+04	9.90928440055203e-01,4.77917433268134e-04
3.38245772979655e+02	3.33042775063353e+06,-9.13442253247680e+04	9.90928443486121e-01,4.74609140886110e-04
3.40598458385088e+02	3.33039283149462e+06,-9.19783217019294e+04	9.90928446878383e-01,4.71323650433031e-04
3.42967508011627e+02	3.33035742565135e+06,-9.26168102624504e+04	9.90928450232628e-01,4.68060804038945e-04
3.45353035681430e+02	3.33032152631716e+06,-9.32597213571827e+04	9.90928453549473e-01,4.64820444920462e-04
3.47755156008352e+02	3.33028512663836e+06,-9.39070850550099e+04	9.90928456829577e-01,4.61602417376344e-04
3.50173984403450e+02	3.33024821964587e+06,-9.45589319884880e+04	9.90928460073566e-01,4.58406566777215e-04
3.52609637080529e+02	3.33021079827740e+06,-9.52152929306011e+04	9.90928463282070e-01,4.55232739557098e-04
3.55062231061724e+02	3.33017285538524e+06,-9.58761986407073e+04	9.90928466455671e-01,4.52080783209451e-04
3.57531884183124e+02	3.33013438370419e+06,-9.65416804024870e+04	9.90928469595018e-01,4.48950546278493e-04
3.60018715100433e+02	3.33009537588108e+06,-9.72117694854052e+04	9.90928472700656e-01,4.45841878350116e-04
3.62522843294669e+02	3.33005582446037e+06,-9.78864973750868e+04	9.90928475773188e-01,4.42754630046438e-04
3.65044389077910e+02	3.33001572187141e+06,-9.85658959651999e+04	9.90928478813246e-01,4.39688653019286e-04
3.67583473599065e+02	3.32997506045425e+06,-9.92499970958505e+04	9.90928481821354e-01,4.36643799940583e-04
3.70140218849706e+02	3.32993383243109e+06,-9.99388330145408e+04	9.90928484798140e-01,4.33619924497760e-04
3.72714747669920e+02	3.32989202992083e+06,-1.00632436106759e+05	9.90928487744117e-01,4.30616881384889e-04
3.75307183754216e+02	3.32984964494011e+06,-1.01330838857220e+05	9.90928490659882e-01,4.27634526297498e-04
3.77917651657464e+02	3.32980666937159e+06,-1.02034074349161e+05	9.90928493545976e-01,4.24672715924187e-04
3.80546276800886e+02	3.32976309502337e+06,-1.02742175264721e+05	9.90928496402962e-01,4.21731307938371e-04
3.83193185478072e+02	3.32971891355477e+06,-1.03455175075999e+05	9.90928499231340e-01,4.18810160996921e-04
3.85858504861058e+02	3.32967411652664e+06,-1.04173107199173e+05	9.90928502031713e-01,4.15909134726862e-04
3.88542363006430e+02	3.32962869538104e+06,-1.04896005301583e+05	9.90928504804571e-01,4.13028089721289e-04
3.91244888861477e+02	3.32958264142990e+06,-1.05623903455046e+05	9.90928507550462e-01,4.10166887534102e-04
3.93966212270389e+02	3.32953594588755e+06,-1.06356835597506e+05	9.90928510269876e-01,4.07325390671563e-04
3.96706463980491e+02	3.32948859983034e+06,-1.07094836147445e+05	9.90928512963352e-01,4.04503462586757e-04
3.99465775648532e+02	3.32944059420946e+06,-1.07837939772909e+05	9.90928515631412e-01,4.01700967670569e-04
4.02244279847001e+02	3.32939191986436e+06,-1.08586181160583e+05	9.90928518274552e-01,3.98917771248600e-04
4.05042110070506e+02	3.32934256749383e+06,-1.09339595437982e+05	9.90928520893261e-01,3.96153739572619e-04
4.07859400742180e+02	3.32929252767677e+06,-1.10098217827249e+05	9.90928523488037e-01,3.93408739814810e-04
4.10696287220146e+02	3.32924179084782e+06,-1.10862083990449e+05	9.90928526059405e-01,3.90682640061044e-04
4.13552905804014e+02	3.32919034733903e+06,-1.11631229376099e+05	9.90928528607774e-01,3.87975309304462e-04
4.16429393741435e+02	3.32913818731947e+06,-1.12405690102203e+05	9.90928531133727e-01,3.85286617439621e-04
4.19325889234693e+02	3.32908530082651e+06,-1.13185502456396e+05	9.90928533637663e-01,3.82616435255745e-04
4.22242531447343e+02	3.32903167777212e+06,-1.13970702780263e+05	9.90928536120101e-01,3.79964634430958e-04
4.25179460510901e+02	3.32897730792297e+06,-1.14761327737712e+05	9.90928538581488e-01,3.77331087524994e-04
4.28136817531573e+02	3.32892218090380e+06,-1.15557414237657e+05	9.90928541022289e-01,3.74715667975160e-04
4.31114744597038e+02	3.32886628619021e+06,-1.16358999510298e+05	9.90928543442964e-01,3.72118250088848e-04
4.34113384783272e+02	3.32880961312286e+06,-1.17166120876201e+05	9.90928545843992e-01,3.69538709037141e-04
4.37132882161424e+02	3.32875215089237e+06,-1.17978815937779e+05	9.90928548225781e-01,3.66976920848764e-04
4.40173381804736e+02	3.32869388852360e+06,-1.18797122770704e+05	9.90928550588813e-01,3.64432762406921e-04
4.43235029795514e+02	3.32863481492292e+06,-1.19621079232254e+05	9.90928552933545e-01,3.61906111437805e-04
4.46317973232148e+02	3.32857491880232e+06,-1.20450723997374e+05	9.90928555260383e-01,3.59396846511252e-04
4.49422360236177e+02	3.32851418875444e+06,-1.21286095483111e+05	9.90928557569775e-01,3.56904847030432e-04
4.52548339959409e+02	3.32845261320109e+06,-1.22127232539087e+05	9.90928559862157e-01,3.54429993225328e-04
4.55696062591081e+02	3.32839018040213e+06,-1.22974174293320e+05	9.90928562137979e-01,3.51972166152145e-04
4.58865679365083e+02	3.32832687843337e+06,-1.23826960420263e+05	9.90928564397624e-01,3.49531247682717e-04
4.62057342567218e+02	3.32826269525858e+06,-1.24685630142258e+05	9.90928566641559e-01,3.47107120500245e-04
4.65271205542518e+02	3.32819761863644e+06,-1.25550223457133e+05	9.90928568870150e-01,3.44699668094262e-04
4.68507422702619e+02	3.32813163614919e+06,-1.26420780715285e+05	9.90928571083856e-01,3.42308774754741e-04
4.71766149533172e+02	3.32806473525021e+06,-1.27297341966670e+05	9.90928573283102e-01,3.39934325566467e-04
4.75047542601315e+02	3.32799690317151e+06,-1.28179948149735e+05	9.90928575468254e-01,3.37576206401764e-04
4.78351759563200e+02	3.32792812699741e+06,-1.29068640092990e+05	9.90928577639763e-01,3.35234303920212e-04
4.81678959171561e+02	3.32785839364221e+06,-1.29963458782969e+05	9.90928579797991e-01,3.32908505556222e-04
4.85029301283347e+02	3.32778768979688e+06,-1.30864446015689e+05	9.90928581943358e-01,3.30598699517450e-04
4.88402946867399e+02	3.32771600202263e+06,-1.31771643168237e+05	9.90928584076287e-01,3.28304774780420e-04
4.91800058012184e+02	3.32764331666161e+06,-1.32685092310581e+05	9.90928586197140e-01,3.26026621084110e-04
4.95220797933585e+02	3.32756961987344e+06,-1.33604835706063e+05	9.90928588306298e-01,3.23764128921902e-04
4.98665330982741e+02	3.32749489762068e+06,-1.34530915964035e+05	9.90928590404185e-01,3.21517189539749e-04
5.02133822653941e+02	3.32741913569426e+06,-1.35463375693896e+05	9.90928592491178e-01,3.19285694931249e-04
5.05626439592583e+02	3.32734231968977e+06,-1.36402257772783e+05	9.90928594567629e-01,3.17069537828640e-04
5.09143349603169e+02	3.32726443495425e+06,-1.37347605958246e+05	9.90928596633986e-01,3.14868611701456e-04
5.12684721657380e+02	3.32718546668414e+06,-1.38299463660260e+05	9.90928598690575e-01,3.12682810749941e-04
5.16250725902183e+02	3.32710539988584e+06,-1.39257874400637e+05	9.90928600737807e-01,3.10512029899998e-04
5.19841533668013e+02	3.32702421930250e+06,-1.40222882655580e+05	9.90928602776036e-01,3.08356164796699e-04
5.23457317477002e+02	3.32694190949409e+06,-1.41194532857873e+05	9.90928604805645e-01,3.06215111802717e-04
5.27098251051269e+02	3.32685845481601e+06,-1.42172869626060e+05	9.90928606826984e-01,3.04088767989169e-04
5.30764509321265e+02	3.32677383941011e+06,-1.43157937840181e+05	9.90928608840467e-01,3.01977031134118e-04
5.34456268434179e+02	3.32668804718865e+06,-1.44149782794116e+05	9.90928610846416e-01,2.99879799715522e-04
5.38173705762400e+02	3.32660106184460e+06,-1.45148450041261e+05	9.90928612845231e-01,2.97796972908453e-04
5.41916999912040e+02	3.32651286684213e+06,-1.46153985470174e+05	9.90928614837241e-01,2.95728450576037e-04
5.45686330731516e+02	3.32642344544763e+06,-1.47166434920373e+05	9.90928616822818e-01,2.93674133270866e-04
5.49481879320186e+02	3.32633278063205e+06,-1.48185845254158e+05	9.90928618802366e-01,2.91633922223973e-04
5.53303828037057e+02	3.32624085522420e+06,-1.49212262593047e+05	9.90928620776155e-01,2.89607719343466e-04
5.57152360509543e+02	3.32614765174451e+06,-1.50245734155765e+05	9.90928622744607e-01,2.87595427210558e-04
5.61027661642286e+02	3.32605315247635e+06,-1.51286307414147e+05	9.90928624708088e-01,2.85596949071348e-04
5.64929917626043e+02	3.32595733951237e+06,-1.52334029555840e+05	9.90928626666895e-01,2.83612188836284e-04
5.68859315946629e+02	3.32586019464701e+06,-1.53388948632245e+05	9.90928628621401e-01,2.81641051072102e-04
5.72816045393927e+02	3.32576169945006e+06,-1.54451112714666e+05	9.90928630571968e-01,2.79683440998574e-04
5.76800296070956e+02	3.32566183523568e+06,-1.55520570199531e+05	9.90928632518933e-01,2.77739264486678e-04
5.80812259403008e+02	3.32556058306630e+06,-1.56597369730577e+05	9.90928634462643e-01,2.75808428047154e-04
5.84852128146842e+02	3.32545792373506e+06,-1.57681560350735e+05	9.90928636403442e-01,2.73890838831503e-04
5.88920096399945e+02	3.32535383775488e+06,-1.58773191577363e+05	9.90928638341688e-01,2.71986404628875e-04
5.93016359609863e+02	3.32524830540622e+06,-1.59872312865007e+05	9.90928640277722e-01,2.70095033855393e-04
5.97141114583583e+02	3.32514130668294e+06,-1.60978974140027e+05	9.90928642211897e-01,2.68216635555249e-04
6.01294559496994e+02	3.32503282129578e+06,-1.62093225722611e+05	9.90928644144477e-01,2.66351119393515e-04
6.05476893904408e+02	3.32492282870636e+06,-1.63215117942715e+05	9.90928646075890e-01,2.64498395653218e-04
6.09688318748146e+02	3.32481130806396e+06,-1.64344701750928e+05	9.90928648006463e-01,2.62658375230926e-04
6.13929036368196e+02	3.32469823824677e+06,-1.65482028257798e+05	9.90928649936488e-01,2.60830969628316e-04
6.18199250511928e+02	3.32458359784347e+06,-1.66627148885437e+05	9.90928651866326e-01,2.59016090956191e-04
6.22499166343890e+02	3.32446736514954e+06,-1.67780115366000e+05	9.90928653796322e-01,2.57213651922616e-04
6.26828990455661e+02	3.32434951814809e+06,-1.68940979893119e+05	9.90928655726822e-01,2.55423565832141e-04
6.31188930875777e+02	3.32423003456049e+06,-1.70109794584899e+05	9.90928657658104e-01,2.53645746581588e-04
6.35579197079731e+02	3.32410889175709e+06,-1.71286612323685e+05	9.90928659590534e-01,2.51880108653847e-04
6.40000000000028e+02	3.32398606683140e+06,-1.72471485989568e+05	9.90928661524456e-01,2.50126567117155e-04
6.44451552036329e+02	3.32386153654927e+06,-1.73664468917595e+05	9.90928663460200e-01,2.48385037617530e-04
6.48934067065647e+02	3.32373527736868e+06,-1.74865614666657e+05	9.90928665398086e-01,2.46655436376759e-04
6.53447760452633e+02	3.32360726540368e+06,-1.76074977323532e+05	9.90928667338422e-01,2.44937680188330e-04
6.57992849059912e+02	3.32347747648503e+06,-1.77292610889583e+05	9.90928669281571e-01,2.43231686410660e-04
6.62569551258511e+02	3.32334588607526e+06,-1.78518570043340e+05	9.90928671227861e-01,2.41537372969271e-04
6.67178086938347e+02	3.32321246930474e+06,-1.79752909756401e+05	9.90928673177598e-01,2.39854658344536e-04
6.71818677518793e+02	3.32307720097597e+06,-1.80995685215158e+05	9.90928675131109e-01,2.38183461574635e-04
6.76491545959314e+02	3.32294005555136e+06,-1.82246951895321e+05	9.90928677088755e-01,2.36523702247485e-04
6.81196916770181e+02	3.32280100716604e+06,-1.83506765407210e+05	9.90928679050841e-01,2.34875300499586e-04
6.85935016023258e+02	3.32266002954754e+06,-1.84775182181190e+05	9.90928681017681e-01,2.33238177010082e-04
6.90706071362864e+02	3.32251709607825e+06,-1.86052258854427e+05	9.90928682989590e-01,2.31612252998986e-04
6.95510312016709e+02	3.32237217985183e+06,-1.87338051734427e+05	9.90928684966960e-01,2.29997450221987e-04
7.00347968806905e+02	3.32222525348868e+06,-1.88632618400453e+05	9.90928686950037e-01,2.28393690963842e-04
7.05219274161063e+02	3.32207628931164e+06,-1.89936016097813e+05	9.90928688939204e-01,2.26800898040878e-04
7.10124462123453e+02	3.32192525923817e+06,-1.91248302651899e+05	9.90928690934738e-01,2.25218994792355e-04
7.15063768366253e+02	3.32177213481023e+06,-1.92569536160519e+05	9.90928692936988e-01,2.23647905079546e-04
7.20037430200871e+02	3.32161688718089e+06,-1.93899775067916e+05	9.90928694946298e-01,2.22087553279254e-04
7.25045686589344e+02	3.32145948712749e+06,-1.95239078009824e+05	9.90928696962938e-01,2.20537864284269e-04
7.30088778155824e+02	3.32129990496585e+06,-1.96587504497628e+05	9.90928698987284e-01,2.18998763493538e-04
7.35166947198136e+02	3.32113811072564e+06,-1.97945113390236e+05	9.90928701019640e-01,2.17470176814718e-04
7.40280437699418e+02	3.32097407390146e+06,-1.99311964951106e+05	9.90928703060317e-01,2.15952030657824e-04
7.45429495339846e+02	3.32080776366543e+06,-2.00688119015106e+05	9.90928705109638e-01,2.14444251930275e-04
7.50614367508437e+02	3.32063914877214e+06,-2.02073635748765e+05	9.90928707167938e-01,2.12946768036096e-04
7.55835303314934e+02	3.32046819747855e+06,-2.03468576257354e+05	9.90928709235548e-01,2.11459506871005e-04
7.61092553601776e+02	3.32029487766845e+06,-2.04873001514817e+05	9.90928711312772e-01,2.09982396820275e-04
7.66386370956150e+02	3.32011915676367e+06,-2.06286973047101e+05	9.90928713399942e-01,2.08515366753196e-04
7.71717009722122e+02	3.31994100179436e+06,-2.07710552319696e+05	9.90928715497369e-01,2.07058346018218e-04
7.77084726012866e+02	3.31976037928936e+06,-2.09143801572931e+05	9.90928717605367e-01,2.05611264445725e-04
7.82489777722960e+02	3.31957725535622e+06,-2.10586783133256e+05	9.90928719724311e-01,2.04174052338425e-04
7.87932424540783e+02	3.31939159560838e+06,-2.12039559943445e+05	9.90928721854482e-01,2.02746640469987e-04
7.93412927960988e+02	3.31920336524694e+06,-2.13502194874116e+05	9.90928723996190e-01,2.01328960083078e-04
7.98931551297069e+02	3.31901252897757e+06,-2.14974751329889e+05	9.90928726149813e-01,1.99920942884641e-04
8.04488559694007e+02	3.31881905100400e+06,-2.16457293246019e+05	9.90928728315608e-01,1.98522521042524e-04
8.10084220141017e+02	3.31862289511171e+06,-2.17949884400157e+05	9.90928730493942e-01,1.97133627182223e-04
8.15718801484366e+02	3.31842402454306e+06,-2.19452589322375e+05	9.90928732685116e-01,1.95754194382872e-04
8.21392574440297e+02	3.31822240202005e+06,-2.20965473063227e+05	9.90928734889452e-01,1.94384156177449e-04
8.27105811608034e+02	3.31801798986045e+06,-2.22488600277520e+05	9.90928737107296e-01,1.93023446545388e-04
8.32858787482876e+02	3.31781074977918e+06,-2.24022036666121e+05	9.90928739338948e-01,1.91671999910733e-04
8.38651778469392e+02	3.31760064306583e+06,-2.25565847603334e+05	9.90928741584733e-01,1.90329751140326e-04
8.44485062894692e+02	3.31738763035157e+06,-2.27120099805969e+05	9.90928743844983e-01,1.88996635538560e-04
8.50358921021807e+02	3.31717167188242e+06,-2.28684859276883e+05	9.90928746120023e-01,1.87672588844903e-04
8.56273635063152e+02	3.31695272733773e+06,-2.30260192593760e+05	9.90928748410164e-01,1.86357547232146e-04
8.62229489194082e+02	3.31673075577992e+06,-2.31846167208816e+05	9.90928750715753e-01,1.85051447301911e-04
8.68226769566551e+02	3.31650571580671e+06,-2.33442850305115e+05	9.90928753037101e-01,1.83754226080855e-04
8.74265764322854e+02	3.31627756539593e+06,-2.35050309856120e+05	9.90928755374511e-01,1.82465821017596e-04
8.80346763609478e+02	3.31604626201662e+06,-2.36668613786044e+05	9.90928757728295e-01,1.81186169985186e-04
8.86470059591034e+02	3.31581176255836e+06,-2.38297830421405e+05	9.90928760098843e-01,1.79915211269110e-04
8.92635946464302e+02	3.31557402325796e+06,-2.39938028941929e+05	9.90928762486413e-01,1.78652883571142e-04
8.98844720472361e+02	3.31533299990126e+06,-2.41589277934182e+05	9.90928764891373e-01,1.77399126000863e-04
9.05096679918824e+02	3.31508864759698e+06,-2.43251646905031e+05	9.90928767314057e-01,1.76153878078188e-04
9.11392125182169e+02	3.31484092081189e+06,-2.44925205973107e+05	9.90928769754735e-01,1.74917079729018e-04
9.17731358730173e+02	3.31458977353247e+06,-2.46610024726634e+05	9.90928772213775e-01,1.73688671278192e-04
9.24114685134442e+02	3.31433515902229e+06,-2.48306173811340e+05	9.90928774691468e-01,1.72468593451372e-04
9.30542411085043e+02	3.31407702996058e+06,-2.50013723939666e+05	9.90928777188159e-01,1.71256787370782e-04
9.37014845405245e+02	3.31381533838995e+06,-2.51732746189154e+05	9.90928779704184e-01,1.70053194550251e-04
9.43532299066350e+02	3.31355003574378e+06,-2.53463311770129e+05	9.90928782239833e-01,1.68857756894415e-04
9.50095085202637e+02	3.31328107275762e+06,-2.55205492550841e+05	9.90928784795441e-01,1.67670416697959e-04
9.56703519126407e+02	3.31300839958988e+06,-2.56959360219066e+05	9.90928787371345e-01,1.66491116637267e-04
9.63357918343130e+02	3.31273196559090e+06,-2.58724987715381e+05	9.90928789967854e-01,1.65319799771063e-04
9.70058602566702e+02	3.31245171961356e+06,-2.60502447183567e+05	9.90928792585293e-01,1.64156409539701e-04
9.76805893734805e+02	3.31216760971012e+06,-2.62291811857596e+05	9.90928795224008e-01,1.63000889756879e-04
9.83600116024376e+02	3.31187958331440e+06,-2.64093154844948e+05	9.90928797884277e-01,1.61853184611704e-04
9.90441595867178e+02	3.31158758707736e+06,-2.65906550104265e+05	9.90928800566468e-01,1.60713238665986e-04
9.97330661965489e+02	3.31129156710221e+06,-2.67732070927022e+05	9.90928803270904e-01,1.59580996844602e-04
1.00426764530789e+03	3.31099146857011e+06,-2.69569792199765e+05	9.90928805997872e-01,1.58456404441776e-04
1.01125287918517e+03	3.31068723611142e+06,-2.71419788054353e+05	9.90928808747718e-01,1.57339407113579e-04
1.01828669920635e+03	3.31037881348950e+06,-2.73282133751226e+05	9.90928811520741e-01,1.56229950876642e-04
1.02536944331477e+03	3.31006614387845e+06,-2.75156903935330e+05	9.90928814317307e-01,1.55127982108283e-04
1.03250145180437e+03	3.30974916960531e+06,-2.77044174140502e+05	9.90928817137681e-01,1.54033447531441e-04
1.03968306733603e+03	3.30942783216385e+06,-2.78944020631066e+05	9.90928819982250e-01,1.52946294232802e-04
1.04691463495401e+03	3.30910207240989e+06,-2.80856519187462e+05	9.90928822851244e-01,1.51866469640849e-04
1.05419650210255e+03	3.30877183047904e+06,-2.82781745552960e+05	9.90928825745051e-01,1.50793921532991e-04
1.06152901864254e+03	3.30843704544011e+06,-2.84719777387245e+05	9.90928828663977e-01,1.49728598035741e-04
1.06891253686837e+03	3.30809765588203e+06,-2.86670690789928e+05	9.90928831608318e-01,1.48670447608379e-04
1.07634741152481e+03	3.30775359933282e+06,-2.88634563611119e+05	9.90928834578415e-01,1.47619419061148e-04
1.08383399982409e+03	3.30740481269536e+06,-2.90611472880857e+05	9.90928837574560e-01,1.46575461532029e-04
1.09137266146304e+03	3.30705123192255e+06,-2.92601496610293e+05	9.90928840597115e-01,1.45538524499457e-04
1.09896375864038e+03	3.30669279216608e+06,-2.94604712879570e+05	9.90928843646371e-01,1.44508557770167e-04
1.10660765607412e+03	3.30632942776838e+06,-2.96621199830240e+05	9.90928846722621e-01,1.43485511482271e-04
1.11430472101910e+03	3.30596107211746e+06,-2.98651036409738e+05	9.90928849826188e-01,1.42469336102829e-04
1.12205532328458e+03	3.30558765779970e+06,-3.00694301459928e+05	9.90928852957374e-01,1.41459982417136e-04
1.12985983525210e+03	3.30520911664804e+06,-3.02751073408670e+05	9.90928856116512e-01,1.40457401541510e-04
1.13771863189327e+03	3.30482537926118e+06,-3.04821432817248e+05	9.90928859303932e-01,1.39461544908478e-04
1.14563209078786e+03	3.30443637571406e+06,-3.06905458462410e+05	9.90928862519866e-01,1.38472364265775e-04
1.15360059214192e+03	3.30404203499392e+06,-3.09003230334584e+05	9.90928865764710e-01,1.37489811680920e-04
1.16162451880602e+03	3.30364228509848e+06,-3.11114829026627e+05	9.90928869038725e-01,1.36513839531944e-04
1.16970425629369e+03	3.30323705325336e+06,-3.13240334523403e+05	9.90928872342192e-01,1.35544400506464e-04
1.17784019279990e+03	3.30282626556047e+06,-3.15379827994041e+05	9.90928875675482e-01,1.34581447603529e-04
1.18603271921974e+03	3.30240984744735e+06,-3.17533389381335e+05	9.90928879038807e-01,1.33624934125779e-04
1.19428222916717e+03	3.30198772296312e+06,-3.19701100992186e+05	9.90928882432553e-01,1.32674813678588e-04
1.20258911899400e+03	3.30155981560959e+06,-3.21883043138295e+05	9.90928885856943e-01,1.31731040174675e-04
1.21095378780882e+03	3.30112604760295e+06,-3.24079297874711e+05	9.90928889312337e-01,1.30793567819468e-04
1.21937663749630e+03	3.30068634027163e+06,-3.26289946890447e+05	9.90928892798997e-01,1.29862351115757e-04
1.22785807273640e+03	3.30024061395921e+06,-3.28515071948031e+05	9.90928896317192e-01,1.28937344868397e-04
1.23639850102387e+03	3.29978878792368e+06,-3.30754755321799e+05	9.90928899867268e-01,1.28018504168318e-04
1.24499833268779e+03	3.29933078035503e+06,-3.33009079636758e+05	9.90928903449467e-01,1.27105784394465e-04
1.25365798091133e+03	3.29886650854744e+06,-3.35278126960269e+05	9.90928907064097e-01,1.26199141225466e-04
1.26237786175156e+03	3.29839588852252e+06,-3.37561980585071e+05	9.90928910711429e-01,1.25298530612617e-04
1.27115839415947e+03	3.29791883541554e+06,-3.39860723074045e+05	9.90928914391711e-01,1.24403908802607e-04
1.28000000000007e+03	3.29743526318857e+06,-3.42174437593793e+05	9.90928918105321e-01,1.23515232313330e-04
1.28890310407267e+03	3.29694508471084e+06,-3.44503207454008e+05	9.90928921852423e-01,1.22632457955212e-04
1.29786813413130e+03	3.29644821177925e+06,-3.46847115946105e+05	9.90928925633355e-01,1.21755542801565e-04
1.30689552090528e+03	3.29594455501231e+06,-3.49206246778288e+05	9.90928929448354e-01,1.20884444216857e-04
1.31598569811983e+03	3.29543402396540e+06,-3.51580683466196e+05	9.90928933297731e-01,1.20019119827061e-04
1.32513910251703e+03	3.29491652692727e+06,-3.53970510214231e+05	9.90928937181693e-01,1.19159527535557e-04
1.33435617387670e+03	3.29439197123028e+06,-3.56375810412464e+05	9.90928941100546e-01,1.18305625514215e-04
1.34363735503760e+03	3.29386026272058e+06,-3.58796669005900e+05	9.90928945054491e-01,1.17457372202757e-04
1.35298309191864e+03	3.29332130646227e+06,-3.61233169205656e+05	9.90928949043815e-01,1.16614726305398e-04
1.36239383354037e+03	3.29277500597447e+06,-3.63685395898070e+05	9.90928953068823e-01,1.15777646790244e-04
1.37187003204653e+03	3.29222126370964e+06,-3.66153433398143e+05	9.90928957129661e-01,1.14946092888697e-04
1.38141214272574e+03	3.29165998084432e+06,-3.68637366327555e+05	9.90928961226662e-01,1.14120024090775e-04
1.39102062403343e+03	3.29109105743486e+06,-3.71137278857268e+05	9.90928965359997e-01,1.13299400143153e-04
1.40069593761382e+03	3.29051439206787e+06,-3.73653256177059e+05	9.90928969529923e-01,1.12484181051411e-04
1.41043854832214e+03	3.28992988225291e+06,-3.76185382698690e+05	9.90928973736671e-01,1.11674327068458e-04
1.42024892424692e+03	3.28933742424363e+06,-3.78733742783304e+05	9.90928977980478e-01,1.10869798707834e-04
1.43012753673252e+03	3.28873691274759e+06,-3.81298421910417e+05	9.90928982261545e-01,1.10070556730794e-04
1.44007486040175e+03	3.28812824146600e+06,-3.83879504290705e+05	9.90928986580111e-01,1.09276562140318e-04
1.45009137317870e+03	3.28751130252693e+06,-3.86477075219708e+05	9.90928990936410e-01,1.08487776195828e-04
1.46017755631166e+03	3.28688598692581e+06,-3.89091219136176e+05	9.90928995330574e-01,1.07704160393417e-04
1.47033389439628e+03	3.28625218426935e+06,-3.91722020641585e+05	9.90928999762884e-01,1.06925676480616e-04
1.48056087539885e+03	3.28560978254571e+06,-3.94369565368130e+05	9.90929004233505e-01,1.06152286435256e-04
1.49085899067970e+03	3.28495866868250e+06,-3.97033937596728e+05	9.90929008742618e-01,1.05383952481642e-04
1.50122873501688e+03	3.28429872810725e+06,-3.99715222012578e+05	9.90929013290423e-01,1.04620637081889e-04
1.51167060662988e+03	3.28362984476756e+06,-4.02413503537989e+05	9.90929017877125e-01,1.03862302928643e-04
1.52218510720356e+03	3.28295190141106e+06,-4.05128866134328e+05	9.90929022502823e-01,1.03108912958526e-04
1.53277274191231e+03	3.28226477898524e+06,-4.07861395140925e+05	9.90929027167777e-01,1.02360430326968e-04
1.54343401944426e+03	3.28156835721079e+06,-4.10611174897268e+05	9.90929031872141e-01,1.01616818431325e-04
1.55416945202574e+03	3.28086251446295e+06,-4.13378289167086e+05	9.90929036616053e-01,1.00878040891255e-04
1.56497955544593e+03	3.28014712742135e+06,-4.16162822441942e+05	9.90929041399678e-01,1.00144061559462e-04
1.57586484908158e+03	3.27942207116413e+06,-4.18964859477448e+05	9.90929046223141e-01,9.94148445089941e-05
1.58682585592199e+03	3.27868721972704e+06,-4.21784483070245e+05	9.90929051086550e-01,9.86903540384928e-05
1.59786310259415e+03	3.27794244510109e+06,-4.24621777854832e+05	9.90929055990139e-01,9.79705546705744e-05
1.60897711938803e+03	3.27718761801877e+06,-4.27476827198274e+05	9.90929060933980e-01,9.72554111460518e-05
1.62016844028205e+03	3.27642260767611e+06,-4.30349714206759e+05	9.90929065918184e-01,9.65448884278662e-05
1.63143760296874e+03	3.27564728152294e+06,-4.33240522434912e+05	9.90929070942877e-01,9.58389516939756e-05
1.64278514888061e+03	3.27486150548175e+06,-4.36149334983401e+05	9.90929076008175e-01,9.51375663413017e-05
1.65421162321608e+03	3.27406514405594e+06,-4.39076234038217e+05	9.90929081114180e-01,9.44406979731263e-05
1.66571757496577e+03	3.27325805988062e+06,-4.42021302455254e+05	9.90929086260952e-01,9.37483124168706e-05
1.67730355693880e+03	3.27244011418603e+06,-4.44984621982351e+05	9.90929091448620e-01,9.30603757073878e-05
1.68897012578940e+03	3.27161116618140e+06,-4.47966275424261e+05	9.90929096677216e-01,9.23768540812970e-05
1.70071784204363e+03	3.27077107380730e+06,-4.50966343845289e+05	9.90929101946857e-01,9.16977139975763e-05
1.71254727012632e+03	3.26991969328179e+06,-4.53984908150261e+05	9.90929107257581e-01,9.10229221098401e-05
1.72445897838818e+03	3.26905687883683e+06,-4.57022049930519e+05	9.90929112609456e-01,9.03524452855787e-05
1.73645353913312e+03	3.26818248336314e+06,-4.60077849108829e+05	9.90929118002480e-01,8.96862505881291e-05
1.74853152864572e+03	3.26729635769480e+06,-4.63152386385843e+05	9.90929123436728e-01,8.90243052931803e-05
